Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,12.0,7302.4,278.498,10.0,268.498,,0.0282,10,450,1.0,3
Dense_a,11.9,6984.0,261.38,5.0,256.38,,0.0285,5,450,1.0,1
Dense_a,12.8,8705.9,308.978,0.0,308.978,,0.0287,0,500,0.0,3
Dense_a,12.7,8662.9,308.512,0.0,308.512,,0.0288,0,500,0.0,2
Dense_a,12.7,8627.0,305.878,0.0,305.878,,0.0287,0,500,0.0,1
Dense_a,13.1,9368.7,379.62,31.98,347.64,,0.0277,50,500,0.6396000000000001,2
Dense_a,13.1,9353.7,380.47,33.202,347.268,,0.0277,50,500,0.66404,3
Dense_a,13.0,9270.4,381.45,33.56,347.89,,0.0277,50,500,0.6712,1
Dense_a,13.1,9364.5,373.156,28.744,344.412,,0.0278,35,500,0.8212571428571428,2
Dense_a,13.1,9352.4,358.894,21.114,337.78,,0.0278,25,500,0.84456,2
Dense_a,13.2,9650.2,380.982,29.56,351.422,,0.0277,35,500,0.8445714285714285,1
Dense_a,13.1,9425.7,382.736,30.144,352.592,,0.0278,35,500,0.8612571428571428,3
Dense_a,13.2,9594.1,367.464,23.41,344.054,,0.0278,25,500,0.9364,3
Dense_a,13.1,9486.5,365.798,23.71,342.088,,0.0278,25,500,0.9484,1
Dense_a,12.9,9012.6,331.492,9.78,321.712,,0.0282,10,500,0.978,1
Dense_a,12.9,8940.1,328.816,9.832,318.984,,0.0282,10,500,0.9832000000000001,3
Dense_a,12.8,8797.7,316.858,4.948,311.91,,0.0283,5,500,0.9896,1
Dense_a,12.9,9010.6,330.818,9.934,320.884,,0.0282,10,500,0.9934,2
Dense_a,12.8,8786.3,316.938,4.968,311.97,,0.0284,5,500,0.9936,3
Dense_a,12.8,8781.8,317.154,5.0,312.154,,0.0284,5,500,1.0,2
Dense_a,18.3,25818.6,833.314,0.0,833.314,,0.0282,0,1000,0.0,1
Dense_a,18.4,25905.8,833.068,0.0,833.068,,0.0281,0,1000,0.0,3
Dense_a,18.3,25844.5,832.876,0.0,832.876,,0.0282,0,1000,0.0,2
Dense_a,18.4,25976.5,900.674,44.868,855.806,,0.0277,50,1000,0.89736,2
Dense_a,18.4,26255.9,899.76,44.926,854.834,,0.0277,50,1000,0.89852,1
Dense_a,18.5,26402.0,904.49,46.118,858.372,,0.0276,50,1000,0.9223600000000001,3
Dense_a,18.4,26007.9,884.394,33.928,850.466,,0.0279,35,1000,0.9693714285714284,2
Dense_a,18.4,26169.2,885.816,34.312,851.504,,0.0278,35,1000,0.9803428571428571,3
Dense_a,18.4,25915.1,865.104,24.582,840.522,,0.0279,25,1000,0.98328,3
Dense_a,18.4,26131.1,870.268,24.912,845.356,,0.0279,25,1000,0.9964799999999999,2
Dense_a,18.3,25865.2,885.3,34.954,850.346,,0.0278,35,1000,0.9986857142857143,1
Dense_a,18.3,25874.8,846.858,9.994,836.864,,0.028,10,1000,0.9994,1
Dense_a,18.4,26158.0,870.734,24.99,845.744,,0.0278,25,1000,0.9995999999999999,1
Dense_a,18.4,25895.3,839.812,5.0,834.812,,0.0281,5,1000,1.0,2
Dense_a,18.3,25813.4,839.444,5.0,834.444,,0.0282,5,1000,1.0,3
Dense_a,18.4,25905.5,839.682,5.0,834.682,,0.028,5,1000,1.0,1
Dense_a,18.4,26034.0,847.402,10.0,837.402,,0.028,10,1000,1.0,2
Dense_a,18.4,25998.1,847.634,10.0,837.634,,0.028,10,1000,1.0,3
Dense_a,26.5,77634.0,2351.768,0.0,2351.768,,0.0278,0,2500,0.0,3
Dense_a,26.4,77471.0,2349.72,0.0,2349.72,,0.0278,0,2500,0.0,2
Dense_a,26.4,77413.5,2349.774,0.0,2349.774,,0.0278,0,2500,0.0,1
Dense_a,26.5,77708.8,2391.136,34.62,2356.516,,0.0277,35,2500,0.9891428571428571,3
Dense_a,26.5,77546.7,2408.268,49.6,2358.668,,0.0277,50,2500,0.992,1
Dense_a,26.5,77794.3,2380.128,24.976,2355.152,,0.0277,25,2500,0.9990399999999999,3
Dense_a,26.4,77473.0,2378.114,24.992,2353.122,,0.0278,25,2500,0.99968,1
Dense_a,26.5,77709.6,2363.544,10.0,2353.544,,0.0278,10,2500,1.0,2
Dense_a,26.5,77760.9,2391.204,35.0,2356.204,,0.0277,35,2500,1.0,1
Dense_a,26.5,77543.8,2360.89,10.0,2350.89,,0.0278,10,2500,1.0,3
Dense_a,26.4,77413.5,2355.9,5.0,2350.9,,0.0278,5,2500,1.0,1
Dense_a,26.5,77551.5,2376.398,25.0,2351.398,,0.0278,25,2500,1.0,2
Dense_a,26.4,77313.1,2362.072,10.0,2352.072,,0.0278,10,2500,1.0,1
Dense_a,26.5,77774.3,2390.522,35.0,2355.522,,0.0277,35,2500,1.0,2
Dense_a,26.4,77492.5,2407.92,50.0,2357.92,,0.0277,50,2500,1.0,2
Dense_a,26.4,77360.8,2356.044,5.0,2351.044,,0.0278,5,2500,1.0,2
Dense_a,26.5,77947.5,2408.362,50.0,2358.362,,0.0276,50,2500,1.0,3
Dense_a,26.4,77486.9,2356.13,5.0,2351.13,,0.0278,5,2500,1.0,3
Dense_a,34.0,164858.5,4858.344,0.0,4858.344,,0.0277,0,5000,0.0,2
Dense_a,34.0,165116.9,4859.514,0.0,4859.514,,0.0276,0,5000,0.0,3
Dense_a,34.0,164264.4,4860.71,0.0,4860.71,,0.0277,0,5000,0.0,1
Dense_a,34.1,165560.4,4911.768,49.832,4861.936,,0.0276,50,5000,0.99664,1
Dense_a,34.0,165280.9,4866.408,5.0,4861.408,,0.0277,5,5000,1.0,1
Dense_a,34.0,164272.8,4886.59,25.0,4861.59,,0.0276,25,5000,1.0,1
Dense_a,34.0,164907.8,4872.496,10.0,4862.496,,0.0277,10,5000,1.0,3
Dense_a,34.0,165193.8,4898.23,35.0,4863.23,,0.0276,35,5000,1.0,1
Dense_a,34.0,165252.0,4870.214,10.0,4860.214,,0.0276,10,5000,1.0,2
Dense_a,34.0,164817.6,4865.68,5.0,4860.68,,0.0276,5,5000,1.0,3
Dense_a,34.0,164335.1,4913.226,50.0,4863.226,,0.0276,50,5000,1.0,3
Dense_a,34.0,164922.8,4865.304,5.0,4860.304,,0.0277,5,5000,1.0,2
Dense_a,34.1,165484.4,4913.748,50.0,4863.748,,0.0275,50,5000,1.0,2
Dense_a,34.0,164815.1,4888.522,25.0,4863.522,,0.0277,25,5000,1.0,3
Dense_a,34.0,165248.1,4886.308,25.0,4861.308,,0.0276,25,5000,1.0,2
Dense_a,34.0,164211.3,4898.036,35.0,4863.036,,0.0276,35,5000,1.0,2
Dense_a,34.0,164708.2,4897.834,35.0,4862.834,,0.0276,35,5000,1.0,3
Dense_a,34.0,165090.1,4870.616,10.0,4860.616,,0.0276,10,5000,1.0,1
