Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,18.4,26119.7,850.202,10.0,840.202,,0.0279,10,1000,1.0,2
Dense_a,18.4,26064.2,851.486,10.0,841.486,,0.028,10,1000,1.0,3
Dense_a,18.4,26203.6,872.812,25.0,847.812,,0.0278,25,1000,1.0,2
Dense_a,18.3,25742.9,840.794,5.0,835.794,,0.0281,5,1000,1.0,3
Dense_a,18.4,26058.0,873.388,25.0,848.388,,0.0278,25,1000,1.0,3
Dense_a,18.4,26086.8,844.006,5.0,839.006,,0.028,5,1000,1.0,2
Dense_a,18.4,26128.3,853.506,10.0,843.506,,0.028,10,1000,1.0,1
Dense_a,26.4,77365.6,2353.166,0.0,2353.166,,0.0278,0,2500,0.0,1
Dense_a,26.4,77499.4,2354.926,0.0,2354.926,,0.0278,0,2500,0.0,2
Dense_a,26.5,77566.1,2351.698,0.0,2351.698,,0.0278,0,2500,0.0,3
Dense_a,26.4,77134.7,2407.696,49.778,2357.918,,0.0276,50,2500,0.99556,2
Dense_a,26.8,80524.4,2408.456,49.892,2358.564,,0.0263,50,2500,0.9978400000000001,1
Dense_a,26.4,77347.5,2412.766,50.0,2362.766,,0.0277,50,2500,1.0,3
Dense_a,26.4,77140.9,2381.322,25.0,2356.322,,0.0277,25,2500,1.0,2
Dense_a,26.5,77972.3,2361.41,5.0,2356.41,,0.0278,5,2500,1.0,3
Dense_a,26.4,77486.6,2379.386,25.0,2354.386,,0.0277,25,2500,1.0,3
Dense_a,26.5,77810.0,2359.936,5.0,2354.936,,0.0277,5,2500,1.0,2
Dense_a,26.5,78005.9,2393.16,35.0,2358.16,,0.0276,35,2500,1.0,3
Dense_a,26.5,78219.3,2365.13,10.0,2355.13,,0.0276,10,2500,1.0,1
Dense_a,26.5,77989.4,2396.988,35.0,2361.988,,0.0276,35,2500,1.0,2
Dense_a,26.5,78149.5,2384.386,25.0,2359.386,,0.0277,25,2500,1.0,1
Dense_a,26.5,77918.0,2359.036,5.0,2354.036,,0.0277,5,2500,1.0,1
Dense_a,26.4,77437.4,2366.426,10.0,2356.426,,0.0277,10,2500,1.0,2
Dense_a,26.4,77484.0,2364.146,10.0,2354.146,,0.0277,10,2500,1.0,3
Dense_a,27.0,82181.2,2393.02,35.0,2358.02,,0.0256,35,2500,1.0,1
Dense_a,34.0,165298.9,4863.516,0.0,4863.516,,0.0276,0,5000,0.0,1
Dense_a,34.0,165187.5,4862.458,0.0,4862.458,,0.0276,0,5000,0.0,3
Dense_a,34.0,164828.3,4862.8,0.0,4862.8,,0.0276,0,5000,0.0,2
Dense_a,34.1,165642.7,4908.682,46.868,4866.242,,0.0275,50,5000,0.9373600000000001,2
Dense_a,34.2,166982.0,4916.504,49.816,4866.688,,0.0271,50,5000,0.9963200000000001,3
Dense_a,34.1,165390.4,4869.392,5.0,4864.392,,0.0275,5,5000,1.0,2
Dense_a,34.1,166156.1,4887.7,25.0,4862.7,,0.0274,25,5000,1.0,3
Dense_a,34.1,165542.9,4867.938,5.0,4862.938,,0.0276,5,5000,1.0,3
Dense_a,34.0,164801.3,4889.794,25.0,4864.794,,0.0276,25,5000,1.0,2
Dense_a,34.1,165678.8,4900.176,35.0,4865.176,,0.0275,35,5000,1.0,2
Dense_a,34.0,165120.6,4873.126,10.0,4863.126,,0.0276,10,5000,1.0,1
Dense_a,34.5,171788.9,4902.328,35.0,4867.328,,0.0258,35,5000,1.0,3
Dense_a,34.0,164446.4,4867.504,5.0,4862.504,,0.0277,5,5000,1.0,1
Dense_a,34.0,164857.3,4891.418,25.0,4866.418,,0.0276,25,5000,1.0,1
Dense_a,34.3,169221.0,4902.234,35.0,4867.234,,0.0264,35,5000,1.0,1
Dense_a,34.1,165638.8,4873.492,10.0,4863.492,,0.0275,10,5000,1.0,3
Dense_a,34.0,165336.0,4873.86,10.0,4863.86,,0.0276,10,5000,1.0,2
Dense_a,34.4,170647.5,4914.958,50.0,4864.958,,0.0261,50,5000,1.0,1
