Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,13.0,9146.2,359.922,25.784,334.138,,0.0279,50,500,0.51568,1
Dense_a,13.0,9159.0,362.328,27.25,335.078,,0.0278,50,500,0.545,2
Dense_a,13.1,9341.4,361.764,23.914,337.85,,0.0279,35,500,0.6832571428571429,1
Dense_a,13.0,9201.0,360.266,23.998,336.268,,0.0279,35,500,0.6856571428571429,2
Dense_a,13.1,9355.5,363.612,24.57,339.042,,0.0279,35,500,0.702,3
Dense_a,13.1,9343.9,355.662,19.182,336.48,,0.028,25,500,0.76728,3
Dense_a,13.0,9307.0,355.666,20.214,335.452,,0.0281,25,500,0.80856,1
Dense_a,13.0,9163.1,353.946,21.182,332.764,,0.028,25,500,0.8472799999999999,2
Dense_a,13.0,9099.0,332.482,8.608,323.874,,0.0283,10,500,0.8608,1
Dense_a,12.9,9005.2,332.242,9.004,323.238,,0.0283,10,500,0.9004,3
Dense_a,12.8,8821.0,320.354,4.662,315.692,,0.0284,5,500,0.9324,1
Dense_a,12.9,9086.3,333.526,9.422,324.104,,0.0282,10,500,0.9422,2
Dense_a,12.9,8950.6,324.518,4.856,319.662,,0.0284,5,500,0.9712,2
Dense_a,12.9,8933.3,322.706,4.946,317.76,,0.0283,5,500,0.9892,3
Dense_a,18.4,25937.3,837.596,0.0,837.596,,0.0281,0,1000,0.0,2
Dense_a,18.4,25948.0,838.156,0.0,838.156,,0.0281,0,1000,0.0,3
Dense_a,18.4,26034.9,837.724,0.0,837.724,,0.028,0,1000,0.0,1
Dense_a,18.5,26325.5,890.468,38.994,851.474,,0.0277,50,1000,0.77988,2
Dense_a,18.4,26075.2,890.836,39.144,851.692,,0.0277,50,1000,0.78288,3
Dense_a,18.3,25788.5,893.602,41.052,852.55,,0.0278,50,1000,0.82104,1
Dense_a,18.4,26011.3,874.02,28.862,845.158,,0.0277,35,1000,0.8246285714285714,3
Dense_a,18.4,25974.9,881.986,32.126,849.86,,0.0279,35,1000,0.9178857142857142,2
Dense_a,18.4,26194.6,882.86,32.88,849.98,,0.0278,35,1000,0.9394285714285715,1
Dense_a,18.4,26178.2,870.974,23.91,847.064,,0.028,25,1000,0.9564,2
Dense_a,18.4,26225.7,852.804,9.618,843.186,,0.028,10,1000,0.9618,1
Dense_a,18.4,26154.0,871.712,24.1,847.612,,0.0279,25,1000,0.9640000000000001,3
Dense_a,18.4,26123.5,854.136,9.7,844.436,,0.0281,10,1000,0.97,3
Dense_a,18.4,25900.6,848.27,9.808,838.462,,0.0281,10,1000,0.9808,2
Dense_a,18.4,26152.3,870.604,24.546,846.058,,0.0279,25,1000,0.9818399999999999,1
Dense_a,18.4,26184.6,847.334,4.962,842.372,,0.0281,5,1000,0.9924,1
Dense_a,18.4,25894.8,845.134,4.998,840.136,,0.0281,5,1000,0.9996,3
Dense_a,18.4,26119.6,844.412,4.998,839.414,,0.0279,5,1000,0.9996,2
Dense_a,26.4,76993.2,2356.352,0.0,2356.352,,0.0278,0,2500,0.0,1
Dense_a,26.4,77262.1,2352.22,0.0,2352.22,,0.0278,0,2500,0.0,2
Dense_a,26.5,77591.4,2351.478,0.0,2351.478,,0.0278,0,2500,0.0,3
Dense_a,26.5,77813.8,2403.352,47.27,2356.082,,0.0276,50,2500,0.9454,1
Dense_a,26.5,78012.9,2409.054,47.728,2361.326,,0.0276,50,2500,0.9545600000000001,3
Dense_a,26.4,77490.2,2409.2,47.754,2361.446,,0.0277,50,2500,0.9550799999999999,2
Dense_a,26.5,77653.8,2382.706,24.598,2358.108,,0.0277,25,2500,0.9839199999999999,3
Dense_a,26.5,78044.2,2394.172,34.512,2359.66,,0.0277,35,2500,0.9860571428571429,3
Dense_a,26.5,77739.0,2364.156,9.894,2354.262,,0.0278,10,2500,0.9894000000000001,3
Dense_a,26.5,77648.9,2391.8,34.71,2357.09,,0.0277,35,2500,0.9917142857142858,1
Dense_a,26.4,77297.4,2379.38,24.814,2354.566,,0.0277,25,2500,0.99256,2
Dense_a,26.5,77815.8,2380.738,24.824,2355.914,,0.0277,25,2500,0.9929600000000001,1
Dense_a,26.5,77779.0,2393.592,34.754,2358.838,,0.0277,35,2500,0.9929714285714285,2
Dense_a,26.5,77841.7,2364.212,9.942,2354.27,,0.0277,10,2500,0.9942,1
Dense_a,26.5,77732.8,2357.334,5.0,2352.334,,0.0278,5,2500,1.0,3
Dense_a,26.4,77469.4,2359.1,5.0,2354.1,,0.0278,5,2500,1.0,2
Dense_a,26.5,77873.2,2367.616,10.0,2357.616,,0.0277,10,2500,1.0,2
Dense_a,26.5,77938.7,2357.41,5.0,2352.41,,0.0277,5,2500,1.0,1
Dense_a,34.0,165248.5,4864.45,0.0,4864.45,,0.0276,0,5000,0.0,1
Dense_a,34.0,165169.0,4865.656,0.0,4865.656,,0.0276,0,5000,0.0,3
Dense_a,34.0,165091.5,4864.792,0.0,4864.792,,0.0276,0,5000,0.0,2
Dense_a,34.0,165078.8,4875.26,9.91,4865.35,,0.0276,10,5000,0.991,3
Dense_a,34.0,165307.6,4916.086,49.592,4866.494,,0.0276,50,5000,0.9918399999999999,2
Dense_a,34.4,170038.7,4912.866,49.634,4863.232,,0.0266,50,5000,0.99268,3
Dense_a,34.1,165418.8,4874.028,9.944,4864.084,,0.0275,10,5000,0.9944000000000001,2
Dense_a,34.2,167062.3,4916.926,49.866,4867.06,,0.0273,50,5000,0.99732,1
Dense_a,34.3,169635.2,4898.038,34.92,4863.118,,0.0263,35,5000,0.9977142857142858,1
Dense_a,34.2,167833.9,4898.38,34.958,4863.422,,0.0272,35,5000,0.9987999999999999,3
Dense_a,34.2,167229.4,4888.538,24.99,4863.548,,0.0273,25,5000,0.9995999999999999,1
Dense_a,34.0,165212.5,4866.344,5.0,4861.344,,0.0276,5,5000,1.0,2
Dense_a,34.0,164907.6,4868.29,5.0,4863.29,,0.0276,5,5000,1.0,3
Dense_a,34.0,164755.3,4889.844,25.0,4864.844,,0.0276,25,5000,1.0,3
Dense_a,34.1,165918.5,4890.536,25.0,4865.536,,0.0275,25,5000,1.0,2
Dense_a,34.4,170101.8,4899.352,35.0,4864.352,,0.0261,35,5000,1.0,2
Dense_a,34.1,166030.9,4873.804,10.0,4863.804,,0.0275,10,5000,1.0,1
Dense_a,34.0,164738.0,4866.576,5.0,4861.576,,0.0275,5,5000,1.0,1
