Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,5,500,0.647,1740.0,0.0385,3.85,0.000801,1.37,1269.636908522125,4.896,322.068,2
a_fit /µM,5,1000,0.841,1730.0,0.0385,7.69,4.63e-05,1.23,1400.081579371403,4.994,840.114,1
a_fit /µM,5,1000,0.844,1730.0,0.0385,7.69,0.0,1.21,1430.3960319340483,5.0,843.428,3
a_fit /µM,5,1000,0.841,1720.0,0.0385,7.69,0.0,1.23,1397.6663282342654,5.0,840.098,2
a_fit /µM,5,2500,0.942,1700.0,0.0385,19.2,0.0,1.13,1502.6901320556155,5.0,2353.908,3
a_fit /µM,5,2500,0.943,1710.0,0.0385,19.2,0.0,1.11,1538.576811527468,5.0,2357.232,2
a_fit /µM,5,2500,0.943,1710.0,0.0385,19.2,0.0,1.11,1531.7883437648538,5.0,2356.618,1
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.06,1609.9399537284478,5.0,4865.228,2
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.07,1591.3883859339585,5.0,4864.298,3
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.06,1601.3446038875695,5.0,4865.038,1
a_fit /µM,10,400,0.561,1740.0,0.0769,3.08,0.00203,1.38,1253.3827891932217,9.736,220.07,1
a_fit /µM,10,400,0.56,1730.0,0.0769,3.08,0.0,1.39,1245.1803426118165,10.0,219.7,3
a_fit /µM,10,400,0.567,1720.0,0.0769,3.08,0.0,1.36,1261.0965808013752,10.0,222.668,2
a_fit /µM,10,450,0.616,1730.0,0.0769,3.46,0.00279,1.36,1273.795747884557,9.638,273.522,1
a_fit /µM,10,450,0.623,1730.0,0.0769,3.46,0.00108,1.33,1295.7014898201903,9.86,276.716,3
a_fit /µM,10,450,0.619,1730.0,0.0769,3.46,0.00252,1.35,1282.2145869251897,9.672,275.16,2
a_fit /µM,10,500,0.668,1730.0,0.0769,3.85,0.000216,1.31,1326.773652248013,9.972,330.462,1
a_fit /µM,10,500,0.656,1730.0,0.0769,3.85,0.0,1.35,1281.7265619328905,10.0,324.666,3
a_fit /µM,10,500,0.662,1740.0,0.0769,3.85,0.000832,1.33,1308.40385458195,9.892,327.762,2
a_fit /µM,10,1000,0.844,1720.0,0.0769,7.69,0.0,1.22,1418.548076628932,10.0,842.46,2
a_fit /µM,10,1000,0.843,1720.0,0.0769,7.69,0.0,1.22,1404.1938284464345,10.0,841.324,3
a_fit /µM,10,1000,0.841,1730.0,0.0769,7.69,0.0,1.24,1394.1329932899398,10.0,839.398,1
a_fit /µM,10,2500,0.942,1700.0,0.0769,19.2,0.0,1.13,1512.81234872472,10.0,2354.9,1
a_fit /µM,10,2500,0.943,1700.0,0.0769,19.2,0.0,1.11,1531.95684926137,10.0,2356.714,2
a_fit /µM,10,2500,0.943,1710.0,0.0769,19.2,0.000124,1.11,1532.9379735389928,9.984,2356.684,3
a_fit /µM,10,5000,0.973,1700.0,0.0769,38.5,0.0,1.05,1615.1728947025033,10.0,4866.328,1
a_fit /µM,10,5000,0.973,1680.0,0.0769,38.5,0.0,1.06,1580.2532347302192,10.0,4864.434,3
a_fit /µM,10,5000,0.973,1700.0,0.0769,38.5,0.0,1.06,1610.5627856036242,10.0,4865.506,2
a_fit /µM,25,400,0.643,1710.0,0.192,3.08,0.0257,1.14,1495.828463810914,21.664,251.464,3
a_fit /µM,25,400,0.629,1710.0,0.192,3.08,0.0274,1.19,1440.2511073566588,21.442,245.74,2
a_fit /µM,25,400,0.644,1700.0,0.192,3.08,0.0199,1.14,1485.3178118903345,22.42,251.236,1
a_fit /µM,25,450,0.688,1710.0,0.192,3.46,0.0111,1.13,1512.5955254893745,23.564,303.442,3
a_fit /µM,25,450,0.687,1700.0,0.192,3.46,0.0144,1.13,1506.015811257512,23.126,303.36,2
a_fit /µM,25,450,0.685,1710.0,0.192,3.46,0.0158,1.14,1506.3609227764964,22.942,302.428,1
a_fit /µM,25,500,0.702,1720.0,0.192,3.85,0.0201,1.19,1448.8084661159962,22.388,345.908,3
a_fit /µM,25,500,0.71,1710.0,0.192,3.85,0.0137,1.16,1477.1369808039776,23.226,349.32,2
a_fit /µM,25,500,0.715,1710.0,0.192,3.85,0.00972,1.14,1498.1141837951384,23.738,351.694,1
a_fit /µM,25,1000,0.853,1710.0,0.192,7.69,0.000386,1.16,1477.978259540418,24.95,849.754,1
a_fit /µM,25,1000,0.854,1710.0,0.192,7.69,0.000231,1.16,1475.6820319981578,24.97,850.028,2
a_fit /µM,25,1000,0.854,1710.0,0.192,7.69,0.0,1.15,1486.4835469424788,25.0,850.822,3
a_fit /µM,25,2500,0.945,1700.0,0.192,19.2,0.0,1.08,1583.8708292551353,25.0,2361.57,2
a_fit /µM,25,2500,0.945,1700.0,0.192,19.2,0.0,1.07,1588.2383351439032,25.0,2361.796,3
a_fit /µM,25,2500,0.944,1710.0,0.192,19.2,1.55e-05,1.1,1554.4291094771304,24.998,2358.646,1
a_fit /µM,25,5000,0.973,1670.0,0.192,38.5,0.0,1.05,1589.902013625204,25.0,4866.45,3
a_fit /µM,25,5000,0.973,1620.0,0.192,38.5,1.57e-05,1.06,1538.2048024153116,24.998,4865.662,2
a_fit /µM,25,5000,0.974,1690.0,0.192,38.5,0.0,1.04,1626.5565951509982,25.0,4867.854,1
a_fit /µM,35,400,0.632,1700.0,0.269,3.08,0.0817,1.15,1476.753447595737,24.39,250.492,1
a_fit /µM,35,400,0.641,1700.0,0.269,3.08,0.0657,1.14,1492.722815832185,26.46,252.264,2
a_fit /µM,35,400,0.629,1690.0,0.269,3.08,0.0747,1.17,1444.8890790981725,25.29,248.344,3
a_fit /µM,35,450,0.708,1690.0,0.269,3.46,0.0333,1.06,1599.0167130900766,30.678,312.644,1
a_fit /µM,35,450,0.683,1700.0,0.269,3.46,0.0568,1.13,1508.1552317857215,27.626,303.614,2
a_fit /µM,35,450,0.692,1700.0,0.269,3.46,0.0538,1.09,1548.9870856120565,28.008,307.836,3
a_fit /µM,35,500,0.731,1700.0,0.269,3.85,0.0308,1.08,1579.987783153422,31.002,360.324,1
a_fit /µM,35,500,0.739,1700.0,0.269,3.85,0.0193,1.05,1610.896814943953,32.494,363.122,2
a_fit /µM,35,500,0.729,1700.0,0.269,3.85,0.0327,1.08,1569.293122475181,30.754,359.212,3
a_fit /µM,35,1000,0.857,1710.0,0.269,7.69,0.00949,1.13,1504.1874010245397,33.77,853.092,1
a_fit /µM,35,1000,0.863,1700.0,0.269,7.69,0.00423,1.09,1565.8593977311389,34.452,858.906,3
a_fit /µM,35,1000,0.86,1700.0,0.269,7.69,0.00955,1.11,1536.7508441758152,33.762,856.396,2
a_fit /µM,35,2500,0.946,1700.0,0.269,19.2,0.000202,1.07,1594.297656248416,34.974,2362.666,3
a_fit /µM,35,2500,0.944,1700.0,0.269,19.2,0.0,1.1,1548.5195060669191,35.0,2358.714,2
a_fit /µM,35,2500,0.945,1700.0,0.269,19.2,4.66e-05,1.09,1562.191147443172,34.994,2360.042,1
a_fit /µM,35,5000,0.974,1690.0,0.269,38.5,0.0,1.04,1623.6383203957778,35.0,4867.242,2
a_fit /µM,35,5000,0.973,1650.0,0.269,38.5,0.0,1.05,1569.023682717975,35.0,4866.25,3
a_fit /µM,35,5000,0.973,1690.0,0.269,38.5,0.0,1.05,1610.306439939182,35.0,4866.158,1
a_fit /µM,50,400,0.628,1670.0,0.385,3.08,0.153,1.1,1519.6953309726302,30.132,256.824,1
a_fit /µM,50,400,0.631,1680.0,0.385,3.08,0.158,1.09,1550.8996989905434,29.504,258.868,3
a_fit /µM,50,400,0.632,1700.0,0.385,3.08,0.143,1.1,1540.594595621208,31.448,256.976,2
a_fit /µM,50,450,0.677,1680.0,0.385,3.46,0.135,1.08,1561.0366589033947,32.402,310.128,1
a_fit /µM,50,450,0.674,1690.0,0.385,3.46,0.136,1.12,1511.404770642525,32.354,304.798,3
a_fit /µM,50,450,0.646,1690.0,0.385,3.46,0.163,1.15,1471.7031530302002,28.782,300.964,2
a_fit /µM,50,500,0.707,1690.0,0.385,3.85,0.123,1.12,1507.8596996821084,34.026,354.632,1
a_fit /µM,50,500,0.703,1690.0,0.385,3.85,0.126,1.13,1496.3771428748698,33.658,353.184,3
a_fit /µM,50,500,0.709,1690.0,0.385,3.85,0.13,1.1,1534.8830166898636,33.11,357.09,2
a_fit /µM,50,1000,0.864,1690.0,0.385,7.69,0.0355,1.07,1581.9171831683368,45.398,861.546,1
a_fit /µM,50,1000,0.871,1700.0,0.385,7.69,0.0195,1.03,1652.720529547577,47.472,866.782,2
a_fit /µM,50,1000,0.867,1700.0,0.385,7.69,0.0213,1.06,1609.2706813037173,47.24,863.138,3
a_fit /µM,50,2500,0.947,1700.0,0.385,19.2,0.00121,1.04,1623.6875015622695,49.844,2365.528,2
a_fit /µM,50,2500,0.945,1700.0,0.385,19.2,0.00454,1.09,1555.156742877684,49.416,2359.274,3
a_fit /µM,50,2500,0.945,1700.0,0.385,19.2,0.00343,1.08,1572.955249903568,49.558,2361.068,1
a_fit /µM,50,5000,0.974,1670.0,0.385,38.5,0.0,1.04,1599.895432563089,50.0,4867.228,3
a_fit /µM,50,5000,0.974,1700.0,0.385,38.5,0.0,1.03,1645.531531785689,50.0,4868.592,2
a_fit /µM,50,5000,0.974,1580.0,0.385,38.5,0.0,1.03,1534.4810593161203,50.0,4868.936,1
