Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,5,450,0.593,1750.0,0.0385,3.46,0.0026,1.42,1230.7726708024477,4.662,265.214,2
a_fit /µM,5,450,0.587,1740.0,0.0385,3.46,0.00223,1.44,1207.602298494107,4.71,262.402,1
a_fit /µM,5,500,0.639,1740.0,0.0385,3.85,0.000416,1.4,1242.5067233346513,4.946,317.76,3
a_fit /µM,5,500,0.643,1750.0,0.0385,3.85,0.00111,1.39,1258.6242420214292,4.856,319.662,2
a_fit /µM,5,500,0.634,1750.0,0.0385,3.85,0.0026,1.42,1232.53102335527,4.662,315.692,1
a_fit /µM,5,1000,0.843,1730.0,0.0385,7.69,0.000293,1.22,1419.293895869007,4.962,842.372,1
a_fit /µM,5,1000,0.841,1730.0,0.0385,7.69,1.54e-05,1.23,1403.6241216203869,4.998,840.136,3
a_fit /µM,5,1000,0.84,1720.0,0.0385,7.69,1.54e-05,1.24,1387.241740386106,4.998,839.414,2
a_fit /µM,5,2500,0.941,1710.0,0.0385,19.2,0.0,1.15,1489.3994869142964,5.0,2352.334,3
a_fit /µM,5,2500,0.942,1710.0,0.0385,19.2,0.0,1.13,1509.2637445486794,5.0,2354.1,2
a_fit /µM,5,2500,0.941,1700.0,0.0385,19.2,0.0,1.15,1485.948522118368,5.0,2352.41,1
a_fit /µM,5,5000,0.972,1700.0,0.0385,38.5,0.0,1.09,1559.0669430803227,5.0,4861.344,2
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.07,1584.135804944915,5.0,4863.29,3
a_fit /µM,5,5000,0.972,1690.0,0.0385,38.5,0.0,1.09,1554.3477577759477,5.0,4861.576,1
a_fit /µM,10,400,0.548,1740.0,0.0769,3.08,0.0169,1.41,1239.2058841223702,7.808,217.068,1
a_fit /µM,10,400,0.534,1740.0,0.0769,3.08,0.0136,1.46,1197.8048596399549,8.232,210.736,3
a_fit /µM,10,400,0.549,1730.0,0.0769,3.08,0.00694,1.42,1223.1073209011165,9.098,215.934,2
a_fit /µM,10,450,0.617,1730.0,0.0769,3.46,0.00182,1.35,1277.915472774664,9.764,274.112,1
a_fit /µM,10,450,0.6,1740.0,0.0769,3.46,0.00962,1.41,1236.753861336287,8.75,267.076,3
a_fit /µM,10,450,0.611,1740.0,0.0769,3.46,0.0048,1.37,1269.5538637948912,9.376,271.9,2
a_fit /µM,10,500,0.652,1740.0,0.0769,3.85,0.0107,1.36,1281.9900964349115,8.608,323.874,1
a_fit /µM,10,500,0.651,1740.0,0.0769,3.85,0.00767,1.36,1281.0113008865014,9.004,323.238,3
a_fit /µM,10,500,0.654,1740.0,0.0769,3.85,0.00445,1.35,1281.7159913187866,9.422,324.104,2
a_fit /µM,10,1000,0.84,1730.0,0.0769,7.69,0.00148,1.25,1385.4245527131768,9.808,838.462,2
a_fit /µM,10,1000,0.846,1730.0,0.0769,7.69,0.00231,1.2,1437.932589424797,9.7,844.436,3
a_fit /µM,10,1000,0.844,1720.0,0.0769,7.69,0.00295,1.21,1421.9521730997567,9.618,843.186,1
a_fit /µM,10,2500,0.942,1710.0,0.0769,19.2,0.00045,1.13,1506.6079024743071,9.942,2354.27,1
a_fit /µM,10,2500,0.943,1710.0,0.0769,19.2,0.0,1.11,1543.7883651816792,10.0,2357.616,2
a_fit /µM,10,2500,0.942,1710.0,0.0769,19.2,0.000823,1.13,1511.5195313754798,9.894,2354.262,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.0,1.07,1579.2701720971866,10.0,4863.804,1
a_fit /µM,10,5000,0.973,1700.0,0.0769,38.5,0.000707,1.06,1608.6876685228815,9.91,4865.35,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.00044,1.07,1587.9421163521797,9.944,4864.084,2
a_fit /µM,25,400,0.583,1720.0,0.192,3.08,0.0653,1.3,1323.4794510659028,16.51,231.088,3
a_fit /µM,25,400,0.571,1720.0,0.192,3.08,0.0726,1.33,1295.7138935043893,15.572,227.238,2
a_fit /µM,25,400,0.57,1730.0,0.192,3.08,0.0642,1.34,1285.8702461395087,16.662,225.512,1
a_fit /µM,25,450,0.632,1730.0,0.192,3.46,0.0457,1.3,1330.7330536470229,19.068,281.356,3
a_fit /µM,25,450,0.629,1730.0,0.192,3.46,0.0497,1.31,1321.3237397766295,18.55,280.252,2
a_fit /µM,25,450,0.628,1730.0,0.192,3.46,0.0574,1.3,1325.5662283045936,17.544,280.79,1
a_fit /µM,25,500,0.677,1720.0,0.192,3.85,0.0448,1.26,1369.2174387441414,19.182,336.48,3
a_fit /µM,25,500,0.674,1720.0,0.192,3.85,0.0294,1.29,1338.1249238150958,21.182,332.764,2
a_fit /µM,25,500,0.677,1730.0,0.192,3.85,0.0368,1.27,1362.558076026747,20.214,335.452,1
a_fit /µM,25,1000,0.849,1720.0,0.192,7.69,0.0035,1.19,1444.5166485452355,24.546,846.058,1
a_fit /µM,25,1000,0.85,1720.0,0.192,7.69,0.00841,1.18,1457.8840887146614,23.91,847.064,2
a_fit /µM,25,1000,0.85,1720.0,0.192,7.69,0.00694,1.18,1460.7360277752125,24.1,847.612,3
a_fit /µM,25,2500,0.942,1700.0,0.192,19.2,0.00144,1.13,1508.5631120375504,24.814,2354.566,2
a_fit /µM,25,2500,0.944,1710.0,0.192,19.2,0.00312,1.1,1547.6688697342877,24.598,2358.108,3
a_fit /µM,25,2500,0.943,1700.0,0.192,19.2,0.00137,1.12,1522.5266711577408,24.824,2355.914,1
a_fit /µM,25,5000,0.973,1700.0,0.192,38.5,0.0,1.06,1600.166291734803,25.0,4864.844,3
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,0.0,1.06,1602.0651767152528,25.0,4865.536,2
a_fit /µM,25,5000,0.973,1680.0,0.192,38.5,7.85e-05,1.07,1568.278407346245,24.99,4863.548,1
a_fit /µM,35,400,0.58,1720.0,0.269,3.08,0.118,1.29,1334.0113785191093,19.61,232.572,1
a_fit /µM,35,400,0.572,1720.0,0.269,3.08,0.117,1.31,1306.8394474753063,19.764,229.146,2
a_fit /µM,35,400,0.569,1700.0,0.269,3.08,0.122,1.32,1290.0127013128642,19.092,228.458,3
a_fit /µM,35,450,0.65,1720.0,0.269,3.46,0.0904,1.22,1413.7201439423964,23.256,292.132,1
a_fit /µM,35,450,0.626,1720.0,0.269,3.46,0.107,1.29,1331.154996553688,21.142,282.586,2
a_fit /µM,35,450,0.629,1710.0,0.269,3.46,0.103,1.28,1334.900108121717,21.678,283.486,3
a_fit /µM,35,500,0.676,1720.0,0.269,3.85,0.0854,1.25,1375.875649264821,23.914,337.85,1
a_fit /µM,35,500,0.673,1720.0,0.269,3.85,0.0847,1.26,1360.92211286347,23.998,336.268,2
a_fit /µM,35,500,0.68,1710.0,0.269,3.85,0.0803,1.24,1382.884429377195,24.57,339.042,3
a_fit /µM,35,1000,0.853,1710.0,0.269,7.69,0.0164,1.16,1477.8368811862458,32.88,849.98,1
a_fit /µM,35,1000,0.844,1710.0,0.269,7.69,0.0474,1.19,1428.799671001247,28.862,845.158,3
a_fit /µM,35,1000,0.852,1710.0,0.269,7.69,0.0222,1.16,1479.6475306412428,32.126,849.86,2
a_fit /µM,35,2500,0.944,1700.0,0.269,19.2,0.00379,1.09,1561.8123170441922,34.512,2359.66,3
a_fit /µM,35,2500,0.944,1710.0,0.269,19.2,0.00191,1.1,1556.705019668572,34.754,2358.838,2
a_fit /µM,35,2500,0.944,1700.0,0.269,19.2,0.00225,1.11,1534.5468098000129,34.71,2357.09,1
a_fit /µM,35,5000,0.973,1610.0,0.269,38.5,0.0,1.07,1507.6023885232248,35.0,4864.352,2
a_fit /µM,35,5000,0.973,1670.0,0.269,38.5,0.00033,1.07,1557.151494950846,34.958,4863.422,3
a_fit /µM,35,5000,0.973,1620.0,0.269,38.5,0.000629,1.08,1504.564836458037,34.92,4863.118,1
a_fit /µM,50,400,0.549,1720.0,0.385,3.08,0.216,1.34,1278.868529017824,21.92,225.308,1
a_fit /µM,50,400,0.536,1710.0,0.385,3.08,0.22,1.39,1237.5120611636116,21.4,220.002,3
a_fit /µM,50,400,0.546,1720.0,0.385,3.08,0.216,1.36,1266.3368972431056,21.9,223.64,2
a_fit /µM,50,450,0.616,1720.0,0.385,3.46,0.187,1.29,1329.6568296694184,25.678,282.31,1
a_fit /µM,50,450,0.605,1710.0,0.385,3.46,0.191,1.33,1285.960371989418,25.138,277.134,3
a_fit /µM,50,450,0.609,1720.0,0.385,3.46,0.202,1.3,1315.752938853687,23.796,280.668,2
a_fit /µM,50,500,0.654,1720.0,0.385,3.85,0.186,1.28,1344.8700426103676,25.784,334.138,1
a_fit /µM,50,500,0.652,1710.0,0.385,3.85,0.187,1.29,1331.9042790754204,25.754,332.89,3
a_fit /µM,50,500,0.659,1710.0,0.385,3.85,0.175,1.27,1346.083400402427,27.25,335.078,2
a_fit /µM,50,1000,0.851,1710.0,0.385,7.69,0.069,1.14,1503.0799644064084,41.052,852.55,1
a_fit /µM,50,1000,0.848,1700.0,0.385,7.69,0.0849,1.15,1487.1559145899364,38.994,851.474,2
a_fit /µM,50,1000,0.848,1710.0,0.385,7.69,0.0838,1.14,1491.5925245782937,39.144,851.692,3
a_fit /µM,50,2500,0.945,1700.0,0.385,19.2,0.0174,1.08,1581.8883321504634,47.754,2361.446,2
a_fit /µM,50,2500,0.945,1700.0,0.385,19.2,0.0176,1.08,1579.3534951652698,47.728,2361.326,3
a_fit /µM,50,2500,0.942,1700.0,0.385,19.2,0.0212,1.12,1519.9628128749384,47.27,2356.082,1
a_fit /µM,50,5000,0.973,1640.0,0.385,38.5,0.00288,1.07,1525.545978138022,49.634,4863.232,3
a_fit /µM,50,5000,0.973,1700.0,0.385,38.5,0.0032,1.05,1618.0788955563928,49.592,4866.494,2
a_fit /µM,50,5000,0.974,1680.0,0.385,38.5,0.00105,1.04,1608.0909435093915,49.866,4867.06,1
