t_nuc
0.030838473078846473
0.042340390065010836
0.061676946157692945
0.06317719619936656
0.06484414069011502
0.08851475245874313
0.09984997499583263
0.13035505917652943
0.16669444907484582
0.18753125520920153
0.26071011835305885
0.35255875979329887
0.43307217869644943
0.4444074012335389
0.4880813468911485
0.49791631938656444
0.6122687114519086
0.6539423237206201
0.7951325220870145
