t_nuc
0.025670945157526253
0.026504417402900483
0.027337889648274712
0.028504750791798632
0.030671778629771627
0.03100516752792132
0.0338389731621937
0.0436739456576096
0.044840806801133525
0.044840806801133525
0.049341556926154356
0.051341890315052506
0.06234372395399233
0.06917819636606101
0.0716786131021837
0.07234539089848308
0.08118019669944991
0.09101516919486581
0.10435072512085347
0.11768628104684113
