Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,26.3,76161.4,2383.68,42.432,2362.634,,0.0277,50,2500,0.8486400000000001,2
Dense_a,26.4,76711.8,2392.892,44.27,2363.078,,0.0274,50,2500,0.8854000000000001,3
Dense_a,26.4,77249.1,2381.052,31.04,2350.012,,0.0275,35,2500,0.8868571428571428,1
Dense_a,26.3,75983.1,2410.79,49.41,2361.38,,0.0276,50,2500,0.9882,1
Dense_a,26.5,77953.5,2381.766,25.0,2356.766,,0.0276,25,2500,1.0,2
Dense_a,26.4,77438.7,2357.56,5.0,2352.56,,0.0278,5,2500,1.0,3
Dense_a,26.4,77432.6,2381.686,25.0,2356.686,,0.0276,25,2500,1.0,3
Dense_a,26.5,77704.9,2360.344,5.0,2355.344,,0.0277,5,2500,1.0,2
Dense_a,26.5,77913.0,2396.08,35.0,2361.08,,0.0276,35,2500,1.0,3
Dense_a,26.5,77740.5,2367.784,10.0,2357.784,,0.0277,10,2500,1.0,1
Dense_a,26.5,77652.3,2396.748,35.0,2361.748,,0.0275,35,2500,1.0,2
Dense_a,26.4,77284.8,2382.922,25.0,2357.922,,0.0277,25,2500,1.0,1
Dense_a,26.5,77576.9,2358.086,5.0,2353.086,,0.0278,5,2500,1.0,1
Dense_a,26.5,77574.9,2367.36,10.0,2357.36,,0.0277,10,2500,1.0,2
Dense_a,26.5,77900.7,2366.28,10.0,2356.28,,0.0277,10,2500,1.0,3
Dense_a,34.1,165825.1,4865.0361111111115,0.0,4865.0361111111115,,0.0275,0,5000,0.0,1
Dense_a,34.0,164063.2,4864.300791556729,0.0,4864.300791556729,,0.0277,0,5000,0.0,3
Dense_a,34.1,165572.3,4862.108333333334,0.0,4862.108333333334,,0.0276,0,5000,0.0,2
Dense_a,34.4,170524.8,4910.089709762533,48.04485488126649,4862.0448548812665,,0.0261,50,5000,0.9608970976253297,2
Dense_a,34.1,165631.0,4868.955555555555,5.0,4863.955555555555,,0.0276,5,5000,1.0,2
Dense_a,34.2,167549.0,4888.081534772182,25.0,4863.081534772182,,0.0268,25,5000,1.0,3
Dense_a,34.0,164966.4,4869.517985611511,5.0,4864.517985611511,,0.0277,5,5000,1.0,3
Dense_a,34.1,165471.8,4891.4,25.0,4866.4,,0.0276,25,5000,1.0,2
Dense_a,34.4,171012.5,4900.428,35.0,4865.428,,0.0259,35,5000,1.0,2
Dense_a,34.1,165485.9,4873.8885630498535,10.0,4863.8885630498535,,0.0275,10,5000,1.0,1
Dense_a,34.1,165537.7,4902.932,35.0,4867.932,,0.0275,35,5000,1.0,3
Dense_a,34.0,164956.3,4918.640703517588,50.0,4868.640703517588,,0.0275,50,5000,1.0,3
Dense_a,34.1,165494.8,4867.360703812316,5.0,4862.360703812316,,0.0276,5,5000,1.0,1
Dense_a,34.1,166688.1,4890.503957783641,25.0,4865.503957783641,,0.0274,25,5000,1.0,1
Dense_a,34.2,167143.1,4900.38,35.0,4865.38,,0.0272,35,5000,1.0,1
Dense_a,34.5,172242.8,4873.652278177458,10.0,4863.652278177458,,0.0255,10,5000,1.0,3
Dense_a,34.0,164711.3,4872.191666666667,10.0,4862.191666666667,,0.0277,10,5000,1.0,2
Dense_a,34.2,168091.3,4917.7255936675465,50.0,4867.7255936675465,,0.027,50,5000,1.0,1
