Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,10.7,5170.4,196.212,0.0,196.212,,0.0289,0,400,0.0,2
Dense_a,10.7,5199.4,197.216,0.0,197.216,,0.0289,0,400,0.0,3
Dense_a,10.7,5071.6,193.246,0.0,193.246,,0.029,0,400,0.0,1
Dense_a,8.9,2915.8,173.604,20.634,255.49,,0.0271,50,400,0.41268,3
Dense_a,9.7,3844.5,191.692,15.08,239.628,,0.028,25,400,0.6032,3
Dense_a,9.8,3908.5,207.756,21.112,258.954,,0.0279,35,400,0.6032,1
Dense_a,9.7,3798.6,249.478,30.272,269.496,,0.0281,50,400,0.60544,2
Dense_a,10.3,4579.9,233.102,23.024,259.402,,0.0278,35,400,0.6578285714285714,2
Dense_a,8.6,2647.8,275.87,36.042,271.382,,0.0265,50,400,0.72084,1
Dense_a,10.3,4566.4,258.516,26.0,258.644,,0.0285,35,400,0.7428571428571429,3
Dense_a,10.7,5111.5,245.562,18.618,247.018,,0.0279,25,400,0.7447199999999999,2
Dense_a,11.0,5632.7,219.586,5.0,214.586,,0.0281,5,400,1.0,2
Dense_a,10.9,5494.3,215.306,5.0,210.306,,0.0281,5,400,1.0,3
Dense_a,11.2,5855.1,239.946,10.0,229.946,,0.028,10,400,1.0,1
Dense_a,11.0,5609.6,217.58,5.0,212.58,,0.028,5,400,1.0,1
Dense_a,11.0,5589.0,232.51,10.0,222.51,,0.0281,10,400,1.0,3
Dense_a,11.1,5700.3,234.934,10.0,224.934,,0.0279,10,400,1.0,2
Dense_a,11.4,6196.3,285.484,25.0,260.484,,0.0277,25,400,1.0,1
Dense_a,11.8,6959.7,255.648,0.0,255.648,,0.0289,0,450,0.0,2
Dense_a,11.9,7127.0,258.222,0.0,258.222,,0.0288,0,450,0.0,3
Dense_a,11.9,7100.4,259.374,0.0,259.374,,0.0288,0,450,0.0,1
Dense_a,9.8,3902.5,235.402,27.02,314.46,,0.0278,50,450,0.5404,2
Dense_a,9.8,3898.4,202.894,18.982,299.88,,0.0282,35,450,0.5423428571428571,2
Dense_a,10.4,4679.6,226.652,19.97,302.976,,0.0274,35,450,0.5705714285714285,3
Dense_a,10.3,4566.2,215.804,14.61,286.048,,0.0274,25,450,0.5844,1
Dense_a,8.5,2550.3,264.954,31.11,313.646,,0.0301,50,450,0.6222,1
Dense_a,11.3,6058.5,282.314,22.02,302.152,,0.028,35,450,0.6291428571428571,1
Dense_a,11.6,6506.0,285.74,17.742,284.546,,0.0281,25,450,0.7096800000000001,3
Dense_a,10.6,4966.4,322.836,37.13,321.83000000000004,,0.0287,50,450,0.7426,3
Dense_a,12.1,7387.5,289.116,10.0,279.116,,0.0281,10,450,1.0,1
Dense_a,12.0,7187.6,268.498,5.0,263.498,,0.0279,5,450,1.0,2
Dense_a,12.0,7251.3,270.9,5.0,265.9,,0.0282,5,450,1.0,3
Dense_a,12.0,7179.9,327.104,25.0,302.104,,0.0278,25,450,1.0,2
Dense_a,12.0,7309.6,284.708,10.0,274.708,,0.0279,10,450,1.0,3
Dense_a,12.0,7268.1,286.098,10.0,276.098,,0.0281,10,450,1.0,2
Dense_a,12.0,7232.0,269.886,5.0,264.886,,0.0281,5,450,1.0,1
Dense_a,12.8,8773.6,313.876,0.0,313.876,,0.0288,0,500,0.0,2
Dense_a,12.8,8798.8,312.036,0.0,312.036,,0.0286,0,500,0.0,3
Dense_a,12.8,8728.3,310.724,0.0,310.724,,0.0287,0,500,0.0,1
Dense_a,9.2,3228.6,167.764,16.022,325.174,,0.0265,50,500,0.32043999999999995,2
Dense_a,10.0,4129.6,223.326,22.45,360.912,,0.0267,50,500,0.449,1
Dense_a,11.5,6448.9,287.496,21.0,354.036,,0.028,35,500,0.6,3
Dense_a,12.6,8359.1,343.682,19.216,344.594,,0.028,25,500,0.76864,2
Dense_a,12.6,8381.0,358.508,27.048,357.09999999999997,,0.028,35,500,0.7727999999999999,2
Dense_a,11.4,6167.7,381.284,39.154,366.656,,0.029,50,500,0.7830800000000001,3
Dense_a,12.9,8893.0,366.51,22.042,344.468,,0.028,25,500,0.88168,1
Dense_a,12.8,8718.5,372.726,23.974,348.752,,0.0281,25,500,0.95896,3
Dense_a,13.0,9206.9,329.876,5.0,324.876,,0.0279,5,500,1.0,2
Dense_a,13.0,9164.9,329.476,5.0,324.476,,0.0281,5,500,1.0,3
Dense_a,12.9,8953.4,337.546,10.0,327.546,,0.0281,10,500,1.0,1
Dense_a,10.4,4667.8,396.13,35.0,361.13,,0.0298,35,500,1.0,1
Dense_a,12.9,8955.6,327.158,5.0,322.158,,0.0282,5,500,1.0,1
Dense_a,12.9,8972.6,337.808,10.0,327.808,,0.0281,10,500,1.0,3
Dense_a,12.9,9025.9,340.14,10.0,330.14,,0.0281,10,500,1.0,2
Dense_a,18.3,25857.3,837.58,0.0,837.58,,0.0281,0,1000,0.0,2
Dense_a,18.4,26047.2,839.074,0.0,839.074,,0.0282,0,1000,0.0,3
Dense_a,18.4,25912.0,836.774,0.0,836.774,,0.0281,0,1000,0.0,1
Dense_a,17.5,22440.7,789.66,29.322,850.0619999999999,,0.0278,50,1000,0.58644,2
Dense_a,17.7,23334.1,824.176,34.06,855.534,,0.0277,50,1000,0.6812,1
Dense_a,17.9,24151.3,851.008,35.144,856.258,,0.0279,50,1000,0.70288,3
Dense_a,18.1,24650.3,868.286,29.942,852.6360000000001,,0.0278,35,1000,0.8554857142857143,2
Dense_a,18.1,25032.7,867.476,29.964,848.81,,0.0279,35,1000,0.8561142857142857,3
Dense_a,18.3,25696.7,877.978,25.0,852.978,,0.0279,25,1000,1.0,1
Dense_a,18.4,26065.9,844.688,5.0,839.688,,0.028,5,1000,1.0,1
Dense_a,18.4,25901.1,849.47,10.0,839.47,,0.0279,10,1000,1.0,2
Dense_a,18.4,25909.6,850.28,10.0,840.28,,0.0279,10,1000,1.0,3
Dense_a,18.2,25175.4,887.196,35.0,852.196,,0.0277,35,1000,1.0,1
Dense_a,18.3,25809.2,874.806,25.0,849.806,,0.0278,25,1000,1.0,2
Dense_a,18.4,26201.9,846.144,5.0,841.144,,0.0279,5,1000,1.0,3
Dense_a,18.3,25725.3,875.576,25.0,850.576,,0.0279,25,1000,1.0,3
Dense_a,18.4,26076.3,843.468,5.0,838.468,,0.0279,5,1000,1.0,2
Dense_a,18.4,26074.8,850.11,10.0,840.11,,0.0278,10,1000,1.0,1
Dense_a,26.5,77586.2,2354.032,0.0,2354.032,,0.0277,0,2500,0.0,1
Dense_a,26.5,77627.9,2353.948,0.0,2353.948,,0.0277,0,2500,0.0,2
Dense_a,26.5,77562.7,2352.932,0.0,2352.932,,0.0278,0,2500,0.0,3
