Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,18.4,26146.4,852.368,10.0,842.368,,0.0277,10,1000,1.0,2
Dense_a,18.5,26327.2,854.896,10.0,844.896,,0.0279,10,1000,1.0,3
Dense_a,18.4,26146.7,879.062,25.0,854.062,,0.0277,25,1000,1.0,1
Dense_a,18.4,26154.1,845.02,5.0,840.02,,0.028,5,1000,1.0,1
Dense_a,18.4,26146.8,854.152,10.0,844.152,,0.0279,10,1000,1.0,1
Dense_a,18.5,26463.6,901.938,35.0,866.938,,0.0274,35,1000,1.0,2
Dense_a,18.4,25950.4,845.104,5.0,840.104,,0.028,5,1000,1.0,3
Dense_a,18.4,26197.7,878.196,25.0,853.196,,0.0276,25,1000,1.0,2
Dense_a,18.4,26139.4,881.37,25.0,856.37,,0.0277,25,1000,1.0,3
Dense_a,18.4,26026.8,844.984,5.0,839.984,,0.028,5,1000,1.0,2
Dense_a,26.5,78301.5,2358.11,0.0,2358.11,,0.0277,0,2500,0.0,1
Dense_a,26.5,77940.7,2357.114,0.0,2357.114,,0.0277,0,2500,0.0,2
Dense_a,26.5,77752.1,2357.212,0.0,2357.212,,0.0278,0,2500,0.0,3
Dense_a,26.5,77657.5,2419.002,49.94,2369.062,,0.0275,50,2500,0.9987999999999999,2
Dense_a,26.5,77840.2,2367.084,10.0,2357.084,,0.0277,10,2500,1.0,1
Dense_a,26.5,77617.5,2396.86,35.0,2361.86,,0.0275,35,2500,1.0,3
Dense_a,26.5,77851.4,2395.786,35.0,2360.786,,0.0276,35,2500,1.0,2
Dense_a,26.5,77995.3,2361.566,5.0,2356.566,,0.0278,5,2500,1.0,3
Dense_a,26.5,77864.7,2383.25,25.0,2358.25,,0.0276,25,2500,1.0,2
Dense_a,26.5,77571.1,2384.33,25.0,2359.33,,0.0277,25,2500,1.0,3
Dense_a,26.5,77853.3,2360.764,5.0,2355.764,,0.0278,5,2500,1.0,2
Dense_a,26.4,77283.3,2414.04,50.0,2364.04,,0.0275,50,2500,1.0,3
Dense_a,26.5,78007.3,2367.516,10.0,2357.516,,0.0277,10,2500,1.0,2
Dense_a,26.5,77851.8,2398.0,35.0,2363.0,,0.0276,35,2500,1.0,1
Dense_a,26.5,78052.4,2365.8,10.0,2355.8,,0.0277,10,2500,1.0,3
Dense_a,26.5,77755.6,2384.766,25.0,2359.766,,0.0277,25,2500,1.0,1
Dense_a,26.5,78184.0,2362.976,5.0,2357.976,,0.0277,5,2500,1.0,1
Dense_a,26.4,77334.7,2415.148,50.0,2365.148,,0.0276,50,2500,1.0,1
Dense_a,34.1,165941.0,4864.752777777778,0.0,4864.752777777778,,0.0275,0,5000,0.0,1
Dense_a,34.0,165097.1,4867.236111111111,0.0,4867.236111111111,,0.0276,0,5000,0.0,3
Dense_a,34.0,165244.4,4865.669444444445,0.0,4865.669444444445,,0.0276,0,5000,0.0,2
Dense_a,34.1,166771.0,4917.574780058651,50.0,4867.574780058651,,0.0272,50,5000,1.0,3
Dense_a,34.0,164559.9,4918.925,50.0,4868.925,,0.0276,50,5000,1.0,2
Dense_a,34.4,170252.5,4904.114,35.0,4869.114,,0.0261,35,5000,1.0,2
Dense_a,34.0,165247.0,4902.034,35.0,4867.034,,0.0275,35,5000,1.0,3
Dense_a,34.1,165890.9,4874.989445910291,10.0,4864.989445910291,,0.0275,10,5000,1.0,1
Dense_a,34.1,165640.1,4869.530150753769,5.0,4864.530150753769,,0.0276,5,5000,1.0,2
Dense_a,34.0,165318.9,4893.228739002932,25.0,4868.228739002932,,0.0277,25,5000,1.0,3
Dense_a,34.5,172588.6,4892.918205804749,25.0,4867.918205804749,,0.0259,25,5000,1.0,2
Dense_a,34.1,166652.7,4871.077777777778,5.0,4866.077777777778,,0.0274,5,5000,1.0,3
Dense_a,34.3,168338.6,4917.2555555555555,50.0,4867.2555555555555,,0.027,50,5000,1.0,1
Dense_a,34.1,166760.2,4876.775,10.0,4866.775,,0.0274,10,5000,1.0,3
Dense_a,34.2,167311.7,4903.17,35.0,4868.17,,0.0271,35,5000,1.0,1
Dense_a,34.0,165207.1,4877.372031662269,10.0,4867.372031662269,,0.0276,10,5000,1.0,2
Dense_a,34.0,165260.7,4870.775725593668,5.0,4865.775725593668,,0.0276,5,5000,1.0,1
Dense_a,34.6,172783.4,4893.05,25.0,4868.05,,0.0256,25,5000,1.0,1
