Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,25,1000,0.844,1700.0,0.192,7.69,0.0,1.23,1379.6206061493576,25.0,840.002,3
a_fit /µM,25,2500,0.94,1700.0,0.192,19.2,0.0,1.17,1447.4503048183003,25.0,2348.816,2
a_fit /µM,25,2500,0.939,1690.0,0.192,19.2,0.0,1.19,1423.7613377559885,25.0,2346.766,3
a_fit /µM,25,2500,0.939,1700.0,0.192,19.2,0.0,1.2,1412.393291314552,25.0,2345.094,1
a_fit /µM,25,5000,0.972,1690.0,0.192,38.5,0.0,1.12,1510.2777418242376,25.0,4857.886111111111,3
a_fit /µM,25,5000,0.971,1690.0,0.192,38.5,0.0,1.13,1485.9050951045988,25.0,4855.517150395778,2
a_fit /µM,25,5000,0.971,1670.0,0.192,38.5,0.0,1.15,1447.3548280472985,25.0,4853.163588390501,1
a_fit /µM,35,400,0.586,1680.0,0.269,3.08,0.0763,1.11,1506.7491395721247,25.086,255.344,1
a_fit /µM,35,400,0.536,1700.0,0.269,3.08,0.0845,1.11,1524.630498380506,24.014,255.25,2
a_fit /µM,35,400,0.647,1690.0,0.269,3.08,0.0479,1.13,1490.64575882536,28.782,252.666,3
a_fit /µM,35,450,0.5,1700.0,0.269,3.46,0.107,1.17,1449.3183712110647,21.072,297.396,1
a_fit /µM,35,450,0.578,1710.0,0.269,3.46,0.0883,1.13,1522.9711866668708,23.526,303.728,2
a_fit /µM,35,450,0.601,1700.0,0.269,3.46,0.0844,1.14,1495.065277766104,24.03,301.958,3
a_fit /µM,35,500,0.654,1700.0,0.269,3.85,0.0655,1.16,1463.4402016165757,26.498,348.756,1
a_fit /µM,35,500,0.653,1700.0,0.269,3.85,0.0725,1.13,1506.8245530171248,25.576,353.418,2
a_fit /µM,35,500,0.692,1710.0,0.269,3.85,0.0473,1.09,1559.5220096848857,28.856,357.794,3
a_fit /µM,35,1000,0.853,1700.0,0.269,7.69,0.000555,1.18,1442.1568893781782,34.928,847.42,1
a_fit /µM,35,1000,0.856,1690.0,0.269,7.69,0.00119,1.15,1469.8386386325842,34.846,850.96,3
a_fit /µM,35,1000,0.856,1700.0,0.269,7.69,0.0,1.15,1470.174713090351,35.0,850.522,2
a_fit /µM,35,2500,0.942,1690.0,0.269,19.2,0.0,1.15,1470.2598314401862,35.0,2351.736,3
a_fit /µM,35,2500,0.94,1700.0,0.269,19.2,0.0,1.17,1450.4011618759023,35.0,2349.108,2
a_fit /µM,35,2500,0.941,1690.0,0.269,19.2,0.0,1.17,1448.0129309471267,35.0,2349.31,1
a_fit /µM,35,5000,0.972,1580.0,0.269,38.5,0.0,1.11,1416.383262954751,35.0,4858.392,2
a_fit /µM,35,5000,0.972,1630.0,0.269,38.5,0.0,1.12,1451.2078524312367,35.0,4857.398,3
a_fit /µM,35,5000,0.972,1640.0,0.269,38.5,0.0,1.12,1457.9891440368526,35.0,4856.976,1
a_fit /µM,50,400,0.547,1620.0,0.385,3.08,0.156,1.03,1573.064157489708,29.674,266.164,1
a_fit /µM,50,400,0.583,1640.0,0.385,3.08,0.128,1.04,1580.8036887271244,33.36,264.89799999999997,3
a_fit /µM,50,400,0.41,1650.0,0.385,3.08,0.179,1.02,1606.2917438478903,26.792,266.858,2
a_fit /µM,50,450,0.37,1630.0,0.385,3.46,0.217,1.09,1497.2048039849988,21.858,308.40999999999997,1
a_fit /µM,50,450,0.311,1640.0,0.385,3.46,0.246,1.14,1432.4601700474063,18.05,301.312,3
a_fit /µM,50,450,0.393,1670.0,0.385,3.46,0.21,1.08,1545.5299947307683,22.688,309.86199999999997,2
a_fit /µM,50,500,0.631,1700.0,0.385,3.85,0.135,1.05,1622.839556241865,32.494,363.916,1
a_fit /µM,50,500,0.533,1670.0,0.385,3.85,0.162,1.08,1542.6056648991128,29.014,359.58000000000004,3
a_fit /µM,50,500,0.513,1680.0,0.385,3.85,0.157,1.1,1530.831307126866,29.562,357.302,2
a_fit /µM,50,1000,0.861,1700.0,0.385,7.69,0.0126,1.11,1526.4951944275326,48.37,855.954,1
a_fit /µM,50,1000,0.789,1700.0,0.385,7.69,0.119,1.16,1464.2737444120507,34.564,849.78,2
a_fit /µM,50,1000,0.835,1690.0,0.385,7.69,0.0569,1.12,1511.4011181500746,42.63,854.842,3
a_fit /µM,50,2500,0.943,1690.0,0.385,19.2,0.0,1.14,1489.9569922022845,50.0,2353.792,2
a_fit /µM,50,2500,0.942,1690.0,0.385,19.2,0.00761,1.13,1493.8048977310511,49.02,2353.958,3
a_fit /µM,50,2500,0.942,1690.0,0.385,19.2,0.0,1.14,1478.4952379722654,50.0,2352.932,1
a_fit /µM,50,5000,0.972,1610.0,0.385,38.5,0.0,1.09,1476.7092847974093,50.0,4861.105555555556,3
a_fit /µM,50,5000,0.972,1660.0,0.385,38.5,0.0,1.12,1475.8286036286656,50.0,4856.958333333333,2
a_fit /µM,50,5000,0.972,1690.0,0.385,38.5,0.0,1.12,1501.0952355945583,50.0,4856.966666666666,1
