Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,5,400,0.532,1750.0,0.0385,3.08,0.0,1.46,1199.508614134424,5.0,210.608,3
a_fit /µM,5,400,0.531,1730.0,0.0385,3.08,0.0,1.46,1185.880089508357,5.0,210.028,2
a_fit /µM,5,400,0.524,1740.0,0.0385,3.08,0.000323,1.48,1169.9417463628592,4.958,207.12,1
a_fit /µM,5,450,0.584,1740.0,0.0385,3.46,0.0,1.46,1194.4267936925053,5.0,260.624,3
a_fit /µM,5,450,0.595,1740.0,0.0385,3.46,0.000108,1.42,1226.7313339210134,4.986,265.572,2
a_fit /µM,5,450,0.594,1740.0,0.0385,3.46,0.0,1.42,1221.580944731624,5.0,265.076,1
a_fit /µM,5,500,0.639,1740.0,0.0385,3.85,0.0,1.4,1241.5090709960914,5.0,317.822,3
a_fit /µM,5,500,0.639,1740.0,0.0385,3.85,0.0,1.4,1242.8013664486414,5.0,317.778,2
a_fit /µM,5,500,0.637,1740.0,0.0385,3.85,0.0,1.41,1232.3211281657589,5.0,316.55,1
a_fit /µM,5,1000,0.838,1720.0,0.0385,7.69,0.0,1.25,1373.866844508032,5.0,837.656,1
a_fit /µM,5,1000,0.843,1720.0,0.0385,7.69,0.0,1.22,1415.2865212744575,5.0,842.498,3
a_fit /µM,5,1000,0.837,1720.0,0.0385,7.69,0.000324,1.26,1364.8108967590117,4.958,836.7,2
a_fit /µM,5,2500,0.942,1710.0,0.0385,19.2,0.0,1.12,1519.3774209762578,5.0,2355.362,3
a_fit /µM,5,2500,0.942,1710.0,0.0385,19.2,0.0,1.12,1517.249848814551,5.0,2355.158,2
a_fit /µM,5,2500,0.942,1700.0,0.0385,19.2,0.0,1.13,1508.4854671565226,5.0,2354.724,1
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.07,1589.656981678686,5.0,4863.939313984169,2
a_fit /µM,5,5000,0.972,1700.0,0.0385,38.5,0.0,1.08,1567.0238053045389,5.0,4862.026385224274,3
a_fit /µM,5,5000,0.973,1630.0,0.0385,38.5,0.0,1.07,1523.4849978775849,5.0,4863.412060301507,1
a_fit /µM,10,400,0.563,1740.0,0.0769,3.08,0.00123,1.38,1265.9916073631812,9.84,221.084,1
a_fit /µM,10,400,0.568,1740.0,0.0769,3.08,0.0,1.36,1273.5994502185804,10.0,222.852,3
a_fit /µM,10,400,0.568,1740.0,0.0769,3.08,0.000246,1.36,1274.2264662806556,9.968,222.886,2
a_fit /µM,10,450,0.62,1720.0,0.0769,3.46,0.00154,1.35,1281.136065120174,9.8,275.208,1
a_fit /µM,10,450,0.607,1720.0,0.0769,3.46,0.00159,1.39,1240.0677434058732,9.794,269.324,3
a_fit /µM,10,450,0.622,1730.0,0.0769,3.46,0.000185,1.34,1292.6312323365637,9.976,276.034,2
a_fit /µM,10,500,0.661,1730.0,0.0769,3.85,0.0,1.33,1300.21745423809,10.0,326.97,1
a_fit /µM,10,500,0.654,1730.0,0.0769,3.85,0.0,1.36,1271.672061879519,10.0,323.464,3
a_fit /µM,10,500,0.658,1730.0,0.0769,3.85,9.24e-05,1.34,1284.6113777919536,9.988,325.438,2
a_fit /µM,10,1000,0.84,1720.0,0.0769,7.69,0.00119,1.25,1375.605223337777,9.846,838.218,2
a_fit /µM,10,1000,0.84,1720.0,0.0769,7.69,0.0,1.25,1378.1545541109335,10.0,838.16,3
a_fit /µM,10,1000,0.844,1720.0,0.0769,7.69,0.0,1.22,1412.533976750397,10.0,842.512,1
a_fit /µM,10,2500,0.943,1710.0,0.0769,19.2,0.0,1.1,1547.0125735189251,10.0,2357.866,1
a_fit /µM,10,2500,0.942,1700.0,0.0769,19.2,0.0,1.13,1496.6943280065393,10.0,2354.024,2
a_fit /µM,10,2500,0.943,1710.0,0.0769,19.2,0.0,1.12,1528.9552854246238,10.0,2355.916,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.0,1.06,1588.6535720001143,10.0,4864.5699208443275,1
a_fit /µM,10,5000,0.973,1700.0,0.0769,38.5,0.0,1.07,1577.8453748735792,10.0,4863.126649076517,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.0,1.07,1577.1648002704474,10.0,4863.206030150754,2
a_fit /µM,25,400,0.639,1710.0,0.192,3.08,0.00813,1.17,1458.0236184074142,23.944,247.464,3
a_fit /µM,25,400,0.644,1710.0,0.192,3.08,0.019,1.15,1488.907392056508,22.528,250.966,2
a_fit /µM,25,400,0.623,1730.0,0.192,3.08,0.0246,1.21,1432.290518396978,21.81,243.148,1
a_fit /µM,25,450,0.686,1720.0,0.192,3.46,0.00987,1.14,1514.1346019234416,23.718,302.056,3
a_fit /µM,25,450,0.687,1720.0,0.192,3.46,0.00844,1.14,1515.180714243834,23.904,302.344,2
a_fit /µM,25,450,0.674,1730.0,0.192,3.46,0.0124,1.18,1461.989104300861,23.394,296.558,1
a_fit /µM,25,500,0.709,1710.0,0.192,3.85,0.0119,1.16,1467.6424893310734,23.46,348.934,3
a_fit /µM,25,500,0.717,1730.0,0.192,3.85,0.0111,1.13,1522.4762945744085,23.562,352.802,2
a_fit /µM,25,500,0.713,1730.0,0.192,3.85,0.00588,1.15,1494.32916692935,24.236,350.066,1
a_fit /µM,25,1000,0.854,1720.0,0.192,7.69,0.0,1.15,1488.4666351773149,25.0,850.57,1
a_fit /µM,25,1000,0.851,1710.0,0.192,7.69,0.0,1.18,1455.8888989348654,25.0,847.678,2
a_fit /µM,25,1000,0.852,1710.0,0.192,7.69,0.00162,1.17,1465.204515070149,24.79,848.572,3
a_fit /µM,25,2500,0.944,1700.0,0.192,19.2,0.0,1.1,1536.1862468718564,25.0,2357.8,2
a_fit /µM,25,2500,0.944,1710.0,0.192,19.2,0.0,1.1,1545.4352222438906,25.0,2357.864,3
a_fit /µM,25,2500,0.943,1700.0,0.192,19.2,0.000652,1.11,1536.9359895002908,24.916,2357.33,1
a_fit /µM,25,5000,0.974,1640.0,0.192,38.5,0.0,1.04,1572.2377620712018,25.0,4867.527704485488,3
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,0.0,1.08,1574.034089658793,25.0,4862.939313984169,2
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,2.07e-05,1.05,1606.5499121809353,24.99736147757256,4865.88654353562,1
a_fit /µM,35,400,0.651,1710.0,0.269,3.08,0.0539,1.11,1537.2884384868134,27.992,255.254,1
a_fit /µM,35,400,0.651,1710.0,0.269,3.08,0.0539,1.11,1537.2884384868134,27.992,255.254,2
a_fit /µM,35,400,0.645,1720.0,0.269,3.08,0.0644,1.12,1532.381076101075,26.628,254.102,3
a_fit /µM,35,450,0.688,1720.0,0.269,3.46,0.0425,1.12,1535.9579698016228,29.474,304.31,1
a_fit /µM,35,450,0.694,1730.0,0.269,3.46,0.0495,1.09,1584.4171611240156,28.574,308.18,2
a_fit /µM,35,450,0.682,1710.0,0.269,3.46,0.0493,1.14,1506.894839216257,28.59,302.4,3
a_fit /µM,35,500,0.721,1710.0,0.269,3.85,0.034,1.11,1538.1807276884974,30.59,355.336,1
a_fit /µM,35,500,0.695,1710.0,0.269,3.85,0.0582,1.2,1424.3743285210503,27.44,344.216,2
a_fit /µM,35,500,0.725,1720.0,0.269,3.85,0.0343,1.1,1563.8210007270577,30.544,357.298,3
a_fit /µM,35,1000,0.858,1710.0,0.269,7.69,0.0128,1.12,1527.3127867968935,33.336,854.738,1
a_fit /µM,35,1000,0.86,1710.0,0.269,7.69,0.00309,1.12,1531.55079774058,34.6,855.262,3
a_fit /µM,35,1000,0.855,1710.0,0.269,7.69,0.00633,1.15,1487.457030302207,34.18,851.006,2
a_fit /µM,35,2500,0.945,1710.0,0.269,19.2,0.000109,1.08,1575.5368818751044,34.986,2360.48,3
a_fit /µM,35,2500,0.944,1700.0,0.269,19.2,0.0,1.11,1539.2645666054048,35.0,2357.708,2
a_fit /µM,35,2500,0.943,1700.0,0.269,19.2,0.0,1.11,1530.058618567281,35.0,2356.654,1
a_fit /µM,35,5000,0.973,1640.0,0.269,38.5,0.0,1.08,1516.1354631310962,35.0,4862.614,2
a_fit /µM,35,5000,0.973,1530.0,0.269,38.5,0.0,1.06,1443.3430740857702,35.0,4865.574,3
a_fit /µM,35,5000,0.973,1620.0,0.269,38.5,0.0,1.05,1542.320639434221,35.0,4866.078,1
a_fit /µM,50,400,0.592,1720.0,0.385,3.08,0.16,1.25,1372.8138568820527,29.22,236.96,1
a_fit /µM,50,400,0.555,1720.0,0.385,3.08,0.19,1.22,1415.145703204371,25.368,241.99399999999997,3
a_fit /µM,50,400,0.506,1710.0,0.385,3.08,0.194,1.16,1470.6411858129472,24.82,248.82,2
a_fit /µM,50,450,0.658,1710.0,0.385,3.46,0.146,1.17,1466.338813075519,30.992,298.086,1
a_fit /µM,50,450,0.678,1720.0,0.385,3.46,0.117,1.12,1529.7623630566598,34.844,304.23,3
a_fit /µM,50,450,0.645,1710.0,0.385,3.46,0.135,1.12,1519.878387387717,32.428,303.972,2
a_fit /µM,50,500,0.702,1710.0,0.385,3.85,0.114,1.15,1492.6432239942894,35.218,351.02,1
a_fit /µM,50,500,0.629,1710.0,0.385,3.85,0.163,1.13,1508.3845115107354,28.81,352.854,3
a_fit /µM,50,500,0.689,1710.0,0.385,3.85,0.124,1.19,1430.58616031383,33.868,345.0,2
a_fit /µM,50,1000,0.86,1700.0,0.385,7.69,0.0323,1.1,1546.832575781685,45.808,857.462,1
a_fit /µM,50,1000,0.856,1700.0,0.385,7.69,0.0496,1.12,1528.2578499754202,43.576,855.454,2
a_fit /µM,50,1000,0.863,1710.0,0.385,7.69,0.0316,1.08,1579.6196915781456,45.91,860.1,3
a_fit /µM,50,2500,0.947,1690.0,0.385,19.2,0.00365,1.05,1606.8331114593832,49.53,2364.342,2
a_fit /µM,50,2500,0.944,1700.0,0.385,19.2,7.77e-05,1.1,1538.842652819171,49.99,2358.004,3
a_fit /µM,50,2500,0.946,1700.0,0.385,19.2,0.0,1.07,1581.7301628252158,50.0,2361.708,1
a_fit /µM,50,5000,0.974,1660.0,0.385,38.5,0.0,1.04,1587.2301876416147,50.0,4867.050131926121,3
a_fit /µM,50,5000,0.974,1360.0,0.385,38.5,0.0,1.04,1313.1681903013314,50.0,4868.002638522427,2
a_fit /µM,50,5000,0.973,1510.0,0.385,38.5,0.0,1.07,1410.6152380169706,50.0,4863.577777777778,1
