Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,26.5,78265.9,2364.024,10.0,2354.024,,0.0276,10,2500,1.0,2
Dense_a,26.5,77626.7,2365.916,10.0,2355.916,,0.0278,10,2500,1.0,3
Dense_a,26.4,77424.3,2391.654,35.0,2356.654,,0.0277,35,2500,1.0,1
Dense_a,26.5,77661.2,2359.724,5.0,2354.724,,0.0277,5,2500,1.0,1
Dense_a,26.5,77744.5,2411.708,50.0,2361.708,,0.0276,50,2500,1.0,1
Dense_a,34.1,165467.2,4865.273869346734,0.0,4865.273869346734,,0.0276,0,5000,0.0,1
Dense_a,34.0,164521.0,4859.424460431655,0.0,4859.424460431655,,0.0277,0,5000,0.0,3
Dense_a,34.1,165415.8,4862.395778364116,0.0,4862.395778364116,,0.0276,0,5000,0.0,2
Dense_a,34.0,165230.0,4890.883905013193,24.99736147757256,4865.88654353562,,0.0275,25,5000,0.9998944591029024,1
Dense_a,34.0,165111.2,4868.939313984169,5.0,4863.939313984169,,0.0276,5,5000,1.0,2
Dense_a,34.1,165671.8,4867.026385224274,5.0,4862.026385224274,,0.0276,5,5000,1.0,3
Dense_a,34.2,167992.6,4917.050131926121,50.0,4867.050131926121,,0.0269,50,5000,1.0,3
Dense_a,35.2,183391.7,4918.002638522427,50.0,4868.002638522427,,0.0222,50,5000,1.0,2
Dense_a,34.3,168955.6,4892.527704485488,25.0,4867.527704485488,,0.0266,25,5000,1.0,3
Dense_a,34.1,165721.9,4887.939313984169,25.0,4862.939313984169,,0.0275,25,5000,1.0,2
Dense_a,34.4,170180.4,4897.614,35.0,4862.614,,0.0266,35,5000,1.0,2
Dense_a,34.1,166172.4,4874.5699208443275,10.0,4864.5699208443275,,0.0275,10,5000,1.0,1
Dense_a,34.6,173863.3,4900.574,35.0,4865.574,,0.0248,35,5000,1.0,3
Dense_a,34.3,168726.8,4868.412060301507,5.0,4863.412060301507,,0.0266,5,5000,1.0,1
Dense_a,34.7,175463.9,4913.577777777778,50.0,4863.577777777778,,0.0246,50,5000,1.0,1
Dense_a,34.3,169563.8,4901.078,35.0,4866.078,,0.0264,35,5000,1.0,1
Dense_a,34.0,165213.0,4873.126649076517,10.0,4863.126649076517,,0.0276,10,5000,1.0,3
Dense_a,34.1,165575.9,4873.206030150754,10.0,4863.206030150754,,0.0275,10,5000,1.0,2
