Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,5,400,0.537,1720.0,0.0385,3.08,0.0,1.44,1195.0041231340235,5.0,212.55,1
a_fit /µM,5,400,0.534,1720.0,0.0385,3.08,0.0,1.45,1182.1120298507676,5.0,211.306,3
a_fit /µM,5,400,0.545,1720.0,0.0385,3.08,0.0,1.42,1213.7663437736085,5.0,215.838,2
a_fit /µM,5,450,0.607,1720.0,0.0385,3.46,0.0,1.38,1253.372184332289,5.0,271.302,1
a_fit /µM,5,450,0.598,1720.0,0.0385,3.46,0.0,1.41,1221.5457441768194,5.0,266.904,3
a_fit /µM,5,450,0.602,1730.0,0.0385,3.46,0.0,1.39,1241.856837563641,5.0,268.886,2
a_fit /µM,5,500,0.649,1730.0,0.0385,3.85,0.0,1.36,1270.3802579699773,5.0,322.746,1
a_fit /µM,5,500,0.651,1730.0,0.0385,3.85,0.0,1.36,1271.9103310414753,5.0,323.618,3
a_fit /µM,5,500,0.653,1730.0,0.0385,3.85,0.0,1.35,1282.718256754128,5.0,324.58,2
a_fit /µM,5,1000,0.841,1720.0,0.0385,7.69,0.0,1.23,1396.2964067894238,5.0,840.02,1
a_fit /µM,5,1000,0.841,1720.0,0.0385,7.69,0.0,1.23,1395.502182804673,5.0,840.104,3
a_fit /µM,5,1000,0.841,1720.0,0.0385,7.69,0.0,1.23,1394.628274591092,5.0,839.984,2
a_fit /µM,5,2500,0.943,1710.0,0.0385,19.2,0.0,1.11,1533.049646673304,5.0,2356.566,3
a_fit /µM,5,2500,0.942,1710.0,0.0385,19.2,0.0,1.12,1524.4394511412663,5.0,2355.764,2
a_fit /µM,5,2500,0.943,1700.0,0.0385,19.2,0.0,1.1,1545.2789666136036,5.0,2357.976,1
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.06,1597.1525951597798,5.0,4864.530150753769,2
a_fit /µM,5,5000,0.973,1680.0,0.0385,38.5,0.0,1.05,1601.1369083893082,5.0,4866.077777777778,3
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.05,1612.715984171945,5.0,4865.775725593668,1
a_fit /µM,10,400,0.593,1720.0,0.0769,3.08,0.0,1.29,1335.60026915894,10.0,232.996,1
a_fit /µM,10,400,0.59,1720.0,0.0769,3.08,0.0,1.29,1327.317391071769,10.0,231.876,3
a_fit /µM,10,400,0.592,1710.0,0.0769,3.08,0.0,1.29,1329.6434728082324,10.0,232.668,2
a_fit /µM,10,450,0.635,1720.0,0.0769,3.46,0.0,1.29,1331.528996355102,10.0,282.33,1
a_fit /µM,10,450,0.636,1720.0,0.0769,3.46,0.0,1.29,1334.7335635991144,10.0,282.466,3
a_fit /µM,10,450,0.636,1710.0,0.0769,3.46,0.0,1.29,1329.942760360355,10.0,282.584,2
a_fit /µM,10,500,0.674,1730.0,0.0769,3.85,0.0,1.28,1351.4005427695852,10.0,333.52,1
a_fit /µM,10,500,0.674,1730.0,0.0769,3.85,0.0,1.28,1347.0253209682894,10.0,333.536,3
a_fit /µM,10,500,0.678,1720.0,0.0769,3.85,0.0,1.26,1361.5341729114157,10.0,335.986,2
a_fit /µM,10,1000,0.844,1710.0,0.0769,7.69,0.0,1.22,1402.819062911314,10.0,842.368,2
a_fit /µM,10,1000,0.846,1710.0,0.0769,7.69,0.0,1.2,1431.9904217277076,10.0,844.896,3
a_fit /µM,10,1000,0.846,1720.0,0.0769,7.69,0.0,1.2,1427.903992066647,10.0,844.152,1
a_fit /µM,10,2500,0.943,1700.0,0.0769,19.2,0.0,1.11,1533.7384709718376,10.0,2357.084,1
a_fit /µM,10,2500,0.943,1700.0,0.0769,19.2,0.0,1.11,1539.71042592002,10.0,2357.516,2
a_fit /µM,10,2500,0.943,1710.0,0.0769,19.2,0.0,1.12,1522.5393499361023,10.0,2355.8,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.0,1.06,1597.515029112121,10.0,4864.989445910291,1
a_fit /µM,10,5000,0.973,1680.0,0.0769,38.5,0.0,1.05,1609.5769525329429,10.0,4866.775,3
a_fit /µM,10,5000,0.974,1700.0,0.0769,38.5,0.0,1.04,1633.2301187026487,10.0,4867.372031662269,2
a_fit /µM,25,400,0.688,1680.0,0.192,3.08,0.00722,1.01,1654.7200642411838,24.062,268.222,3
a_fit /µM,25,400,0.696,1680.0,0.192,3.08,0.00129,0.994,1694.1864934108878,24.832,270.914,2
a_fit /µM,25,400,0.699,1700.0,0.192,3.08,0.00337,0.98,1738.7922059726527,24.562,272.646,1
a_fit /µM,25,450,0.717,1710.0,0.192,3.46,0.00231,1.03,1652.8243154854329,24.7,315.92,3
a_fit /µM,25,450,0.72,1710.0,0.192,3.46,0.0,1.02,1669.2744971135348,25.0,317.226,2
a_fit /µM,25,450,0.72,1720.0,0.192,3.46,0.000108,1.02,1677.539887256463,24.986,317.026,1
a_fit /µM,25,500,0.737,1690.0,0.192,3.85,0.0,1.06,1589.3798068329472,25.0,361.888,3
a_fit /µM,25,500,0.741,1700.0,0.192,3.85,0.000739,1.04,1628.625785724489,24.904,364.33,2
a_fit /µM,25,500,0.742,1700.0,0.192,3.85,0.0,1.04,1632.9547434401704,25.0,364.594,1
a_fit /µM,25,1000,0.858,1710.0,0.192,7.69,0.0,1.13,1515.2891417070523,25.0,854.062,1
a_fit /µM,25,1000,0.857,1700.0,0.192,7.69,0.0,1.13,1498.031073227684,25.0,853.196,2
a_fit /µM,25,1000,0.86,1710.0,0.192,7.69,0.0,1.11,1539.321098140626,25.0,856.37,3
a_fit /µM,25,2500,0.944,1700.0,0.192,19.2,0.0,1.1,1544.4633158569077,25.0,2358.25,2
a_fit /µM,25,2500,0.944,1700.0,0.192,19.2,0.0,1.09,1558.4972381318505,25.0,2359.33,3
a_fit /µM,25,2500,0.944,1700.0,0.192,19.2,0.0,1.09,1564.8778018897272,25.0,2359.766,1
a_fit /µM,25,5000,0.974,1700.0,0.192,38.5,0.0,1.03,1644.7540496618049,25.0,4868.228739002932,3
a_fit /µM,25,5000,0.974,1590.0,0.192,38.5,0.0,1.04,1532.771361022994,25.0,4867.918205804749,2
a_fit /µM,25,5000,0.974,1570.0,0.192,38.5,0.0,1.04,1518.1414232592072,25.0,4868.05,1
a_fit /µM,35,400,0.518,1690.0,0.269,3.08,0.0996,0.989,1708.7433140286,22.06,271.448,1
a_fit /µM,35,400,0.482,1670.0,0.269,3.08,0.103,0.992,1687.7814175670844,21.552,271.062,2
a_fit /µM,35,400,0.41,1650.0,0.269,3.08,0.126,0.988,1668.252331584562,18.566,271.596,3
a_fit /µM,35,450,0.587,1630.0,0.269,3.46,0.0841,1.01,1606.2796774128713,24.078,318.20799999999997,1
a_fit /µM,35,450,0.734,1690.0,0.269,3.46,0.0256,0.969,1742.2550244286515,31.67,324.17,2
a_fit /µM,35,450,0.677,1680.0,0.269,3.46,0.0557,0.971,1734.6519879871132,27.762,323.838,3
a_fit /µM,35,500,0.76,1760.0,0.269,3.85,0.00711,0.981,1795.0034430997048,34.076,372.55,1
a_fit /µM,35,500,0.758,1690.0,0.269,3.85,0.0194,0.978,1729.4786076855028,32.486,372.924,2
a_fit /µM,35,500,0.679,1690.0,0.269,3.85,0.0624,0.99,1712.6636485384024,26.896,371.466,3
a_fit /µM,35,1000,0.867,1710.0,0.269,7.69,0.00358,1.06,1614.8025677392438,34.536,862.794,1
a_fit /µM,35,1000,0.87,1710.0,0.269,7.69,0.000756,1.04,1645.321630385801,34.902,865.59,3
a_fit /µM,35,1000,0.871,1690.0,0.269,7.69,0.0,1.03,1644.5959566091872,35.0,866.938,2
a_fit /µM,35,2500,0.946,1690.0,0.269,19.2,0.0,1.07,1579.148770263126,35.0,2361.86,3
a_fit /µM,35,2500,0.945,1700.0,0.269,19.2,0.0,1.08,1571.4668611816562,35.0,2360.786,2
a_fit /µM,35,2500,0.946,1700.0,0.269,19.2,0.0,1.06,1597.7228625259995,35.0,2363.0,1
a_fit /µM,35,5000,0.974,1610.0,0.269,38.5,0.0,1.03,1562.5751128760596,35.0,4869.114,2
a_fit /µM,35,5000,0.974,1690.0,0.269,38.5,0.0,1.04,1622.4544322028607,35.0,4867.034,3
a_fit /µM,35,5000,0.974,1670.0,0.269,38.5,0.0,1.04,1610.1767608705268,35.0,4868.17,1
a_fit /µM,50,400,0.586,1620.0,0.385,3.08,0.127,0.864,1870.198631467144,33.556,287.736,1
a_fit /µM,50,400,0.431,1650.0,0.385,3.08,0.205,0.885,1859.4483379258115,23.296,285.00399999999996,3
a_fit /µM,50,400,0.518,1660.0,0.385,3.08,0.17,0.876,1900.473433157037,27.882,286.156,2
a_fit /µM,50,450,0.412,1660.0,0.385,3.46,0.214,0.972,1706.1106091146353,22.224,323.69000000000005,1
a_fit /µM,50,450,0.542,1670.0,0.385,3.46,0.169,0.896,1860.469183053329,27.998,333.56600000000003,3
a_fit /µM,50,450,0.326,1620.0,0.385,3.46,0.244,1.0,1620.3510206635424,18.262,319.992,2
a_fit /µM,50,500,0.457,1670.0,0.385,3.85,0.206,0.986,1694.8587889640155,23.218,371.84,1
a_fit /µM,50,500,0.603,1670.0,0.385,3.85,0.137,0.935,1785.5186283417831,32.202,378.4980000000001,3
a_fit /µM,50,500,0.596,1690.0,0.385,3.85,0.128,0.917,1840.3795542398311,33.418,380.822,2
a_fit /µM,50,1000,0.841,1690.0,0.385,7.69,0.0642,0.997,1700.5209650490303,41.682,870.822,1
a_fit /µM,50,1000,0.735,1690.0,0.385,7.69,0.116,1.02,1655.1948033216806,35.0,867.238,2
a_fit /µM,50,1000,0.841,1690.0,0.385,7.69,0.0623,1.01,1675.783130276869,41.93,869.53,3
a_fit /µM,50,2500,0.949,1690.0,0.385,19.2,0.000466,1.02,1666.028754860681,49.94,2369.062,2
a_fit /µM,50,2500,0.947,1690.0,0.385,19.2,0.0,1.06,1602.2122004932253,50.0,2364.04,3
a_fit /µM,50,2500,0.947,1700.0,0.385,19.2,0.0,1.05,1620.9146875252875,50.0,2365.148,1
a_fit /µM,50,5000,0.974,1670.0,0.385,38.5,0.0,1.04,1609.5064710437678,50.0,4867.574780058651,3
a_fit /µM,50,5000,0.974,1700.0,0.385,38.5,0.0,1.03,1650.626312112522,50.0,4868.925,2
a_fit /µM,50,5000,0.974,1660.0,0.385,38.5,0.0,1.04,1593.2852700761312,50.0,4867.2555555555555,1
