Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,5,1000,0.842,1720.0,0.0385,7.69,0.0,1.23,1401.9389730802818,5.0,841.144,3
a_fit /µM,5,1000,0.839,1710.0,0.0385,7.69,0.0,1.25,1375.4681267606784,5.0,838.468,2
a_fit /µM,5,2500,0.941,1710.0,0.0385,19.2,0.0,1.14,1492.3031632882903,5.0,2352.56,3
a_fit /µM,5,2500,0.942,1710.0,0.0385,19.2,0.0,1.12,1519.353349202086,5.0,2355.344,2
a_fit /µM,5,2500,0.941,1710.0,0.0385,19.2,0.0,1.14,1499.0960803435678,5.0,2353.086,1
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.07,1588.4147179462468,5.0,4863.955555555555,2
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.0,1.06,1601.69015590615,5.0,4864.517985611511,3
a_fit /µM,5,5000,0.972,1700.0,0.0385,38.5,0.0,1.08,1570.7323811063677,5.0,4862.360703812316,1
a_fit /µM,10,400,0.585,1720.0,0.0769,3.08,0.0,1.31,1317.5985180807854,10.0,229.946,1
a_fit /µM,10,400,0.567,1730.0,0.0769,3.08,0.0,1.37,1264.767271338977,10.0,222.51,3
a_fit /µM,10,400,0.573,1720.0,0.0769,3.08,0.0,1.35,1275.8518750815908,10.0,224.934,2
a_fit /µM,10,450,0.629,1730.0,0.0769,3.46,0.0,1.32,1312.672370666837,10.0,279.116,1
a_fit /µM,10,450,0.619,1720.0,0.0769,3.46,0.0,1.35,1273.5839647721648,10.0,274.708,3
a_fit /µM,10,450,0.622,1730.0,0.0769,3.46,0.0,1.34,1291.3241025201596,10.0,276.098,2
a_fit /µM,10,500,0.662,1730.0,0.0769,3.85,0.0,1.33,1299.8404855070758,10.0,327.546,1
a_fit /µM,10,500,0.662,1730.0,0.0769,3.85,0.0,1.33,1301.8744137707226,10.0,327.808,3
a_fit /µM,10,500,0.667,1730.0,0.0769,3.85,0.0,1.31,1323.4982509114843,10.0,330.14,2
a_fit /µM,10,1000,0.841,1720.0,0.0769,7.69,0.0,1.24,1387.7035894159762,10.0,839.47,2
a_fit /µM,10,1000,0.842,1720.0,0.0769,7.69,0.0,1.23,1394.1128661938242,10.0,840.28,3
a_fit /µM,10,1000,0.842,1710.0,0.0769,7.69,0.0,1.23,1384.845290926259,10.0,840.11,1
a_fit /µM,10,2500,0.943,1700.0,0.0769,19.2,0.0,1.1,1543.5668014151497,10.0,2357.784,1
a_fit /µM,10,2500,0.943,1700.0,0.0769,19.2,0.0,1.11,1538.7279830906332,10.0,2357.36,2
a_fit /µM,10,2500,0.943,1710.0,0.0769,19.2,0.0,1.12,1528.6965401523228,10.0,2356.28,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.0,1.07,1583.7722907246025,10.0,4863.8885630498535,1
a_fit /µM,10,5000,0.973,1570.0,0.0769,38.5,0.0,1.07,1461.36748468795,10.0,4863.652278177458,3
a_fit /µM,10,5000,0.972,1710.0,0.0769,38.5,0.0,1.08,1576.4031929765515,10.0,4862.191666666667,2
a_fit /µM,25,400,0.451,1720.0,0.192,3.08,0.0763,1.23,1394.2456199150006,15.08,239.628,3
a_fit /µM,25,400,0.578,1720.0,0.192,3.08,0.0491,1.18,1458.894797282644,18.618,247.018,2
a_fit /µM,25,400,0.672,1710.0,0.192,3.08,0.0,1.07,1589.4740946818624,25.0,260.484,1
a_fit /µM,25,450,0.602,1730.0,0.192,3.46,0.0559,1.27,1357.5472207558428,17.742,284.546,3
a_fit /µM,25,450,0.689,1710.0,0.192,3.46,0.0,1.14,1501.2675430851823,25.0,302.104,2
a_fit /µM,25,450,0.454,1680.0,0.192,3.46,0.0799,1.26,1334.4110437885167,14.61,286.048,1
a_fit /µM,25,500,0.71,1730.0,0.192,3.85,0.0079,1.16,1486.6661299006548,23.974,348.752,3
a_fit /µM,25,500,0.655,1720.0,0.192,3.85,0.0445,1.2,1438.2906814357068,19.216,344.594,2
a_fit /µM,25,500,0.698,1720.0,0.192,3.85,0.0228,1.2,1436.5540829801794,22.042,344.468,1
a_fit /µM,25,1000,0.857,1720.0,0.192,7.69,0.0,1.13,1514.2001242578756,25.0,852.978,1
a_fit /µM,25,1000,0.853,1710.0,0.192,7.69,0.0,1.16,1473.7991194920949,25.0,849.806,2
a_fit /µM,25,1000,0.854,1720.0,0.192,7.69,0.0,1.15,1489.0438398677722,25.0,850.576,3
a_fit /µM,25,2500,0.943,1700.0,0.192,19.2,0.0,1.11,1526.7861491723024,25.0,2356.766,2
a_fit /µM,25,2500,0.943,1700.0,0.192,19.2,0.0,1.11,1526.2587019064467,25.0,2356.686,3
a_fit /µM,25,2500,0.944,1700.0,0.192,19.2,0.0,1.1,1543.5672209461034,25.0,2357.922,1
a_fit /µM,25,5000,0.973,1650.0,0.192,38.5,0.0,1.08,1532.57481830998,25.0,4863.081534772182,3
a_fit /µM,25,5000,0.973,1700.0,0.192,38.5,0.0,1.05,1616.8611451796037,25.0,4866.4,2
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,0.0,1.06,1596.079971666347,25.0,4865.503957783641,1
a_fit /µM,35,400,0.478,1720.0,0.269,3.08,0.107,1.09,1582.8883836408836,21.112,258.954,1
a_fit /µM,35,400,0.536,1710.0,0.269,3.08,0.0922,1.08,1582.8108689818343,23.024,259.402,2
a_fit /µM,35,400,0.594,1750.0,0.269,3.08,0.0693,1.09,1609.2653767988163,26.0,258.644,3
a_fit /µM,35,450,0.582,1720.0,0.269,3.46,0.0999,1.14,1513.959593319,22.02,302.152,1
a_fit /µM,35,450,0.418,1730.0,0.269,3.46,0.123,1.16,1500.9298604243556,18.982,299.88,2
a_fit /µM,35,450,0.467,1690.0,0.269,3.46,0.116,1.13,1491.9499951066505,19.97,302.976,3
a_fit /µM,35,500,0.74,1830.0,0.269,3.85,0.0,1.07,1716.9410237232576,35.0,361.13,1
a_fit /µM,35,500,0.67,1720.0,0.269,3.85,0.0612,1.1,1563.349857444488,27.048,357.09999999999997,2
a_fit /µM,35,500,0.537,1720.0,0.269,3.85,0.108,1.12,1533.0601886278157,21.0,354.036,3
a_fit /µM,35,1000,0.857,1710.0,0.269,7.69,0.0,1.14,1496.1311904484874,35.0,852.196,1
a_fit /µM,35,1000,0.838,1720.0,0.269,7.69,0.0389,1.17,1471.88532325628,29.964,848.81,3
a_fit /µM,35,1000,0.839,1710.0,0.269,7.69,0.039,1.14,1502.4365461910802,29.942,852.6360000000001,2
a_fit /µM,35,2500,0.945,1700.0,0.269,19.2,0.0,1.08,1575.4803743262632,35.0,2361.08,3
a_fit /µM,35,2500,0.945,1690.0,0.269,19.2,0.0,1.07,1576.8636081398167,35.0,2361.748,2
a_fit /µM,35,2500,0.939,1690.0,0.269,19.2,0.0308,1.16,1451.102449859342,31.04,2350.012,1
a_fit /µM,35,5000,0.973,1600.0,0.269,38.5,0.0,1.06,1508.9634482386373,35.0,4865.428,2
a_fit /µM,35,5000,0.974,1690.0,0.269,38.5,0.0,1.04,1631.4220177666382,35.0,4867.932,3
a_fit /µM,35,5000,0.973,1670.0,0.269,38.5,0.0,1.06,1582.8706065603767,35.0,4865.38,1
a_fit /µM,50,400,0.613,1630.0,0.385,3.08,0.107,0.989,1645.640175373075,36.042,271.382,1
a_fit /µM,50,400,0.386,1670.0,0.385,3.08,0.226,1.11,1498.3350392452296,20.634,255.49,3
a_fit /µM,50,400,0.554,1730.0,0.385,3.08,0.152,1.0,1723.44583349795,30.272,269.496,2
a_fit /µM,50,450,0.53,1850.0,0.385,3.46,0.145,1.05,1764.795092818854,31.11,313.646,1
a_fit /µM,50,450,0.646,1770.0,0.385,3.46,0.099,0.986,1792.2114102794194,37.13,321.83000000000004,3
a_fit /µM,50,450,0.471,1710.0,0.385,3.46,0.177,1.04,1638.4232379536593,27.02,314.46,2
a_fit /µM,50,500,0.406,1640.0,0.385,3.85,0.212,1.07,1532.9677054542758,22.45,360.912,1
a_fit /µM,50,500,0.693,1780.0,0.385,3.85,0.0835,1.03,1738.4014176418434,39.154,366.656,3
a_fit /µM,50,500,0.305,1630.0,0.385,3.85,0.261,1.35,1213.595560069955,16.022,325.174,2
a_fit /µM,50,1000,0.785,1710.0,0.385,7.69,0.123,1.11,1530.8422314253096,34.06,855.534,1
a_fit /µM,50,1000,0.752,1710.0,0.385,7.69,0.159,1.16,1479.1531471387316,29.322,850.0619999999999,2
a_fit /µM,50,1000,0.81,1710.0,0.385,7.69,0.115,1.11,1545.5407576225325,35.144,856.258,3
a_fit /µM,50,2500,0.935,1700.0,0.385,19.2,0.0588,1.07,1596.786296150386,42.432,2362.634,2
a_fit /µM,50,2500,0.938,1690.0,0.385,19.2,0.0445,1.06,1587.7243353528993,44.27,2363.078,3
a_fit /µM,50,2500,0.945,1700.0,0.385,19.2,0.00458,1.08,1576.2736069843486,49.41,2361.38,1
a_fit /µM,50,5000,0.974,1690.0,0.385,38.5,0.0,1.03,1643.2059856640446,50.0,4868.640703517588,3
a_fit /µM,50,5000,0.972,1610.0,0.385,38.5,0.0154,1.08,1482.3890610082872,48.04485488126649,4862.0448548812665,2
a_fit /µM,50,5000,0.974,1660.0,0.385,38.5,0.0,1.04,1595.7340063068325,50.0,4867.7255936675465,1
