t_nuc
0.025337556259376563
0.051175195865977664
0.056676112685447574
0.07417902983830639
0.08768128021336889
0.09734955825970995
0.09884980830138357
0.10568428071345225
0.1793632272045341
0.22020336722787132
0.25520920153358895
0.25987664610768463
0.35122520420070014
0.37639606601100184
0.4232372062010335
0.45040840140023336
0.5440906817802967
0.5834305717619603
0.6076012668778129
0.8958159693282214
