Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,26.4,77379.7,2385.7,32.696,2353.004,,0.0278,35,2500,0.9341714285714285,3
Dense_a,27.6,87664.8,2379.02,23.998,2355.022,,0.0275,25,2500,0.95992,2
Dense_a,27.5,86947.7,2362.26,9.6,2352.66,,0.0277,10,2500,0.96,3
Dense_a,27.5,86809.4,2362.662,9.624,2353.038,,0.0277,10,2500,0.9624,1
Dense_a,27.5,87277.8,2378.624,24.068,2354.556,,0.0277,25,2500,0.96272,1
Dense_a,27.5,86699.8,2358.45,4.856,2353.594,,0.0278,5,2500,0.9712,3
Dense_a,27.4,86403.0,2358.178,4.88,2353.298,,0.0277,5,2500,0.976,2
Dense_a,27.5,87143.6,2364.456,9.81,2354.646,,0.0277,10,2500,0.9810000000000001,2
Dense_a,27.4,86433.6,2360.056,4.942,2355.114,,0.0278,5,2500,0.9884000000000001,1
Dense_a,35.0,180271.8,4861.693467336683,0.0,4861.693467336683,,0.0277,0,5000,0.0,1
Dense_a,35.1,180787.0,4863.439698492462,0.0,4863.439698492462,,0.0276,0,5000,0.0,3
Dense_a,35.1,180589.4,4863.78391959799,0.0,4863.78391959799,,0.0275,0,5000,0.0,2
Dense_a,35.2,182926.1,4911.5,47.46733668341709,4864.032663316583,,0.0272,50,5000,0.9493467336683418,3
Dense_a,35.3,184747.8,4910.492462311558,47.55527638190955,4862.937185929648,,0.0265,50,5000,0.951105527638191,1
Dense_a,35.1,181038.2,4872.814070351758,9.592964824120603,4863.221105527638,,0.0275,10,5000,0.9592964824120603,2
Dense_a,35.0,180058.7,4868.715039577836,4.836411609498681,4863.878627968338,,0.0276,5,5000,0.9672823218997362,1
Dense_a,35.2,182642.4,4889.379396984925,24.256281407035175,4865.12311557789,,0.0271,25,5000,0.970251256281407,2
Dense_a,35.2,182106.9,4890.158311345646,24.3377308707124,4865.820580474934,,0.027,25,5000,0.9735092348284959,3
Dense_a,35.1,181162.8,4875.247002398081,9.79136690647482,4865.455635491607,,0.0275,10,5000,0.9791366906474821,3
Dense_a,35.4,186211.1,4913.665829145729,48.982412060301506,4864.683417085427,,0.0261,50,5000,0.9796482412060301,2
Dense_a,34.4,169837.5,4897.786,34.304,4863.482,,0.0263,35,5000,0.9801142857142858,1
Dense_a,35.1,180796.7,4865.829736211032,4.90167865707434,4860.928057553957,,0.0275,5,5000,0.9803357314148681,3
Dense_a,34.1,166575.2,4899.034,34.402,4864.632,,0.0274,35,5000,0.9829142857142857,2
Dense_a,35.1,180680.1,4888.616306954436,24.61390887290168,4864.002398081535,,0.0275,25,5000,0.9845563549160672,1
Dense_a,34.1,166068.1,4896.614,34.726,4861.888,,0.0275,35,5000,0.9921714285714286,3
Dense_a,35.1,181833.0,4871.98743718593,9.987437185929648,4862.0,,0.0274,10,5000,0.9987437185929648,1
Dense_a,35.0,180263.5,4868.879396984925,5.0,4863.879396984925,,0.0275,5,5000,1.0,2
