Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,10,500,0.636,1750.0,0.0769,3.85,0.0323,1.4,1256.1570224795505,5.812,318.664,3
a_fit /µM,10,500,0.638,1750.0,0.0769,3.85,0.0273,1.4,1255.8830579173768,6.46,318.73,2
a_fit /µM,10,1000,0.842,1730.0,0.0769,7.69,0.00965,1.22,1416.653421712543,8.75,841.96,2
a_fit /µM,10,1000,0.84,1720.0,0.0769,7.69,0.0132,1.23,1400.6683420224565,8.286,840.552,3
a_fit /µM,10,1000,0.838,1730.0,0.0769,7.69,0.0159,1.25,1385.787384824549,7.946,838.566,1
a_fit /µM,10,2500,0.942,1710.0,0.0769,19.2,0.00491,1.12,1527.5404205019563,9.368,2356.032,1
a_fit /µM,10,2500,0.942,1700.0,0.0769,19.2,0.00263,1.12,1521.5314126982626,9.662,2355.936,2
a_fit /µM,10,2500,0.943,1710.0,0.0769,19.2,0.00549,1.11,1539.1190590480228,9.294,2357.346,3
a_fit /µM,10,5000,0.973,1700.0,0.0769,38.5,0.00281,1.05,1611.5871173790229,9.642228739002933,4866.1612903225805,1
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.00386,1.06,1589.1614842827212,9.509234828496044,4864.775725593668,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.00149,1.06,1595.9153465540849,9.81055900621118,4865.347826086957,2
a_fit /µM,25,400,0.503,1770.0,0.192,3.08,0.128,1.5,1178.605713369997,8.318,205.442,3
a_fit /µM,25,400,0.503,1750.0,0.192,3.08,0.123,1.5,1165.9397366869928,8.968,204.712,2
a_fit /µM,25,400,0.504,1750.0,0.192,3.08,0.123,1.5,1166.6149545174778,9.04,205.23,1
a_fit /µM,25,450,0.581,1740.0,0.192,3.46,0.111,1.42,1226.0377937398705,10.63,265.15,3
a_fit /µM,25,450,0.576,1750.0,0.192,3.46,0.112,1.44,1214.8178116065114,10.448,263.192,2
a_fit /µM,25,450,0.575,1750.0,0.192,3.46,0.111,1.44,1214.0766801048317,10.534,262.744,1
a_fit /µM,25,500,0.632,1740.0,0.192,3.85,0.106,1.38,1260.2485847960895,11.296,320.378,3
a_fit /µM,25,500,0.63,1740.0,0.192,3.85,0.104,1.39,1251.2217340526392,11.448,319.17,2
a_fit /µM,25,500,0.636,1740.0,0.192,3.85,0.107,1.36,1276.4623037533636,11.162,322.86,1
a_fit /µM,25,1000,0.837,1730.0,0.192,7.69,0.0537,1.24,1393.4405693704782,18.042,839.594,1
a_fit /µM,25,1000,0.839,1720.0,0.192,7.69,0.0594,1.22,1417.0784313538743,17.306,842.446,2
a_fit /µM,25,1000,0.841,1720.0,0.192,7.69,0.0468,1.21,1417.7520738273604,18.942,842.642,3
a_fit /µM,25,2500,0.942,1700.0,0.192,19.2,0.0289,1.1,1539.1643149690506,21.286,2357.932,2
a_fit /µM,25,2500,0.942,1710.0,0.192,19.2,0.0245,1.11,1541.2012347677178,21.852,2357.566,3
a_fit /µM,25,2500,0.943,1700.0,0.192,19.2,0.0168,1.1,1554.76292045243,22.84,2359.01,1
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,0.0115,1.06,1596.7099480844188,23.532981530343008,4865.137203166227,3
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,0.00838,1.06,1592.3446350705658,23.934782608695652,4865.211180124224,2
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,0.0134,1.04,1622.6598212440388,23.294444444444444,4867.313888888889,1
a_fit /µM,35,400,0.562,1760.0,0.269,3.08,0.169,1.3,1353.7413484135618,13.068,231.538,1
a_fit /µM,35,400,0.566,1750.0,0.269,3.08,0.173,1.28,1364.3837575684013,12.536,233.516,2
a_fit /µM,35,400,0.558,1750.0,0.269,3.08,0.174,1.3,1344.267167359285,12.432,230.48,3
a_fit /µM,35,450,0.621,1750.0,0.269,3.46,0.168,1.25,1405.3824300592096,13.132,288.008,1
a_fit /µM,35,450,0.619,1750.0,0.269,3.46,0.165,1.26,1391.7915182540892,13.542,286.634,2
a_fit /µM,35,450,0.608,1760.0,0.269,3.46,0.169,1.29,1359.7833808117075,13.086,282.034,3
a_fit /µM,35,500,0.663,1750.0,0.269,3.85,0.156,1.23,1415.7153406790856,14.686,339.86,1
a_fit /µM,35,500,0.665,1740.0,0.269,3.85,0.158,1.22,1428.5759652768645,14.428,341.37,2
a_fit /µM,35,500,0.667,1750.0,0.269,3.85,0.152,1.22,1433.9511772908363,15.266,341.658,3
a_fit /µM,35,1000,0.852,1720.0,0.269,7.69,0.0949,1.09,1583.0987094740562,22.704,858.964,1
a_fit /µM,35,1000,0.851,1720.0,0.269,7.69,0.0886,1.1,1562.0521268705393,23.516,856.882,3
a_fit /µM,35,1000,0.853,1730.0,0.269,7.69,0.0926,1.08,1601.055030046358,22.996,860.288,2
a_fit /µM,35,2500,0.948,1710.0,0.269,19.2,0.0324,0.992,1726.318050186001,30.83,2372.278,3
a_fit /µM,35,2500,0.948,1710.0,0.269,19.2,0.0337,0.996,1718.549401885247,30.66,2371.762,2
a_fit /µM,35,2500,0.948,1720.0,0.269,19.2,0.032,1.0,1718.6642537151588,30.878,2371.258,1
a_fit /µM,35,5000,0.976,1670.0,0.269,38.5,0.0111,0.949,1761.1889359811173,33.584,4879.24,2
a_fit /µM,35,5000,0.976,1610.0,0.269,38.5,0.014,0.942,1707.1929078433488,33.224,4880.16,3
a_fit /µM,35,5000,0.975,1700.0,0.269,38.5,0.0168,0.966,1765.213654173193,32.862,4877.024,1
a_fit /µM,50,400,0.475,1750.0,0.385,3.08,0.296,1.52,1146.9285810490514,11.558,202.316,1
a_fit /µM,50,400,0.484,1750.0,0.385,3.08,0.291,1.5,1171.4380214153553,12.15,205.588,3
a_fit /µM,50,400,0.48,1760.0,0.385,3.08,0.293,1.51,1163.5862015725909,11.906,203.932,2
a_fit /µM,50,450,0.559,1740.0,0.385,3.46,0.274,1.43,1224.1412120018117,14.426,264.894,1
a_fit /µM,50,450,0.548,1740.0,0.385,3.46,0.275,1.47,1185.0707243776642,14.31,259.498,3
a_fit /µM,50,450,0.551,1730.0,0.385,3.46,0.276,1.45,1192.161421286408,14.194,261.066,2
a_fit /µM,50,500,0.603,1740.0,0.385,3.85,0.266,1.42,1229.0084291244434,15.456,316.184,1
a_fit /µM,50,500,0.603,1740.0,0.385,3.85,0.264,1.42,1231.3338819541077,15.742,316.07,3
a_fit /µM,50,500,0.614,1740.0,0.385,3.85,0.257,1.38,1259.204086170315,16.672,320.982,2
a_fit /µM,50,1000,0.824,1720.0,0.385,7.69,0.18,1.24,1381.766954854345,26.664,838.938,1
a_fit /µM,50,1000,0.825,1720.0,0.385,7.69,0.194,1.23,1400.027673515785,24.918,841.15,2
a_fit /µM,50,1000,0.829,1720.0,0.385,7.69,0.182,1.21,1424.2399898928936,26.466,843.618,3
a_fit /µM,50,2500,0.94,1710.0,0.385,19.2,0.0875,1.11,1541.551992791762,38.742,2357.584,2
a_fit /µM,50,2500,0.94,1700.0,0.385,19.2,0.0862,1.11,1541.0760478039929,38.91,2357.762,3
a_fit /µM,50,2500,0.94,1700.0,0.385,19.2,0.0899,1.1,1543.170487414068,38.434,2358.338,1
a_fit /µM,50,5000,0.972,1700.0,0.385,38.5,0.0313,1.06,1600.8701727969176,46.02010050251256,4864.788944723618,3
a_fit /µM,50,5000,0.972,1680.0,0.385,38.5,0.0431,1.05,1598.225488976335,44.522222222222226,4866.275,2
a_fit /µM,50,5000,0.973,1690.0,0.385,38.5,0.033,1.04,1635.4019696776982,45.80938416422288,4868.290322580645,1
