Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.00822,1.07,1592.5321593775218,3.9547738693467336,4864.027638190954,1
a_fit /µM,10,400,0.486,1780.0,0.0769,3.08,0.06,1.56,1140.271647254078,2.208,196.974,1
a_fit /µM,10,400,0.484,1780.0,0.0769,3.08,0.0633,1.56,1136.6081897103436,1.782,196.744,3
a_fit /µM,10,400,0.478,1780.0,0.0769,3.08,0.061,1.59,1122.141290195176,2.08,193.756,2
a_fit /µM,10,450,0.563,1760.0,0.0769,3.46,0.0573,1.49,1177.6421626597523,2.554,256.282,1
a_fit /µM,10,450,0.565,1770.0,0.0769,3.46,0.0607,1.48,1195.6342437277892,2.114,257.672,3
a_fit /µM,10,450,0.562,1770.0,0.0769,3.46,0.063,1.49,1193.562287741159,1.812,256.906,2
a_fit /µM,10,500,0.614,1760.0,0.0769,3.85,0.0602,1.46,1210.0740976455234,2.18,310.976,1
a_fit /µM,10,500,0.622,1750.0,0.0769,3.85,0.0552,1.43,1226.8685212200414,2.826,314.272,3
a_fit /µM,10,500,0.61,1760.0,0.0769,3.85,0.058,1.47,1191.8878678570677,2.464,308.522,2
a_fit /µM,10,1000,0.834,1720.0,0.0769,7.69,0.0451,1.25,1382.859715752554,4.158,838.428,2
a_fit /µM,10,1000,0.832,1720.0,0.0769,7.69,0.049,1.26,1365.3785935392507,3.652,836.78,3
a_fit /µM,10,1000,0.832,1730.0,0.0769,7.69,0.0472,1.26,1366.9018204216331,3.888,836.372,1
a_fit /µM,10,2500,0.94,1710.0,0.0769,19.2,0.0257,1.15,1483.0051936830316,6.698,2351.986,1
a_fit /µM,10,2500,0.941,1710.0,0.0769,19.2,0.0296,1.13,1515.045862163294,6.194,2354.59,2
a_fit /µM,10,2500,0.941,1700.0,0.0769,19.2,0.0281,1.13,1503.99599650733,6.392,2354.286,3
a_fit /µM,10,5000,0.972,1690.0,0.0769,38.5,0.0279,1.06,1595.3150540743188,6.459798994974874,4865.075376884422,1
a_fit /µM,10,5000,0.972,1690.0,0.0769,38.5,0.0109,1.08,1573.5153059625834,8.620603015075377,4863.314070351758,3
a_fit /µM,10,5000,0.972,1700.0,0.0769,38.5,0.0204,1.07,1583.326075269917,7.4120603015075375,4863.577889447236,2
a_fit /µM,25,400,0.461,1780.0,0.192,3.08,0.165,1.6,1115.1193932524989,3.58,192.34,3
a_fit /µM,25,400,0.46,1780.0,0.192,3.08,0.169,1.6,1114.6672950300815,3.082,192.402,2
a_fit /µM,25,400,0.472,1780.0,0.192,3.08,0.16,1.57,1133.3579199839307,4.264,196.338,1
a_fit /µM,25,450,0.556,1760.0,0.192,3.46,0.156,1.47,1199.88489446185,4.774,259.278,3
a_fit /µM,25,450,0.547,1760.0,0.192,3.46,0.155,1.5,1172.554155201227,4.81,254.842,2
a_fit /µM,25,450,0.543,1760.0,0.192,3.46,0.158,1.51,1164.9361270479485,4.44,253.256,1
a_fit /µM,25,500,0.605,1760.0,0.192,3.85,0.156,1.44,1219.0071966198295,4.782,312.584,3
a_fit /µM,25,500,0.609,1760.0,0.192,3.85,0.155,1.43,1233.387321404858,4.922,314.782,2
a_fit /µM,25,500,0.607,1760.0,0.192,3.85,0.153,1.44,1224.0632027086758,5.156,313.66,1
a_fit /µM,25,1000,0.827,1730.0,0.192,7.69,0.122,1.25,1383.9885231736937,9.164,838.21,1
a_fit /µM,25,1000,0.824,1730.0,0.192,7.69,0.123,1.27,1365.2131066961574,9.078,835.98,2
a_fit /µM,25,1000,0.822,1720.0,0.192,7.69,0.126,1.28,1348.458918362871,8.682,834.292,3
a_fit /µM,25,2500,0.938,1710.0,0.192,19.2,0.0831,1.14,1495.9091081224658,14.308,2353.348,2
a_fit /µM,25,2500,0.937,1710.0,0.192,19.2,0.0825,1.15,1487.7309058259275,14.394,2352.012,3
a_fit /µM,25,2500,0.937,1710.0,0.192,19.2,0.08,1.15,1483.7567836546564,14.71,2352.064,1
a_fit /µM,25,5000,0.972,1680.0,0.192,38.5,0.0522,1.06,1578.327002493392,18.364508393285373,4865.038369304556,3
a_fit /µM,25,5000,0.971,1620.0,0.192,38.5,0.0492,1.08,1499.2728500359635,18.75125628140703,4862.706030150754,2
a_fit /µM,25,5000,0.971,1700.0,0.192,38.5,0.0548,1.08,1576.1606314388844,18.032663316582916,4862.582914572864,1
a_fit /µM,35,400,0.46,1770.0,0.269,3.08,0.233,1.57,1126.8351629356805,4.702,195.336,1
a_fit /µM,35,400,0.456,1780.0,0.269,3.08,0.233,1.59,1120.289216358147,4.704,193.796,2
a_fit /µM,35,400,0.45,1780.0,0.269,3.08,0.232,1.61,1104.7245019901245,4.898,190.748,3
a_fit /µM,35,450,0.529,1760.0,0.269,3.46,0.228,1.53,1154.1314465844769,5.336,251.336,1
a_fit /µM,35,450,0.529,1760.0,0.269,3.46,0.23,1.53,1151.4233477473297,5.174,251.278,2
a_fit /µM,35,450,0.528,1760.0,0.269,3.46,0.23,1.53,1147.8261329679651,5.176,250.814,3
a_fit /µM,35,500,0.593,1750.0,0.269,3.85,0.221,1.45,1206.2442864209847,6.236,311.152,1
a_fit /µM,35,500,0.594,1760.0,0.269,3.85,0.222,1.45,1209.6556225325023,6.156,311.54,2
a_fit /µM,35,500,0.589,1750.0,0.269,3.85,0.22,1.47,1189.9938363254537,6.382,308.494,3
a_fit /µM,35,1000,0.819,1730.0,0.269,7.69,0.176,1.27,1363.1709617686738,12.196,835.618,1
a_fit /µM,35,1000,0.815,1720.0,0.269,7.69,0.191,1.29,1337.5374909631323,10.232,832.844,3
a_fit /µM,35,1000,0.819,1730.0,0.269,7.69,0.181,1.26,1370.8669007922883,11.57,836.136,2
a_fit /µM,35,2500,0.934,1710.0,0.269,19.2,0.133,1.17,1469.0404700599408,17.926,2349.852,3
a_fit /µM,35,2500,0.935,1710.0,0.269,19.2,0.131,1.16,1477.1771320964604,18.122,2351.016,2
a_fit /µM,35,2500,0.935,1710.0,0.269,19.2,0.128,1.14,1496.3808561815133,18.548,2352.726,1
a_fit /µM,35,5000,0.971,1690.0,0.269,38.5,0.0816,1.08,1571.8129840671936,24.604,4862.682,2
a_fit /µM,35,5000,0.971,1700.0,0.269,38.5,0.0843,1.08,1576.2834930003096,24.266,4863.03,3
a_fit /µM,35,5000,0.971,1540.0,0.269,38.5,0.0775,1.09,1413.357135318947,25.138,4861.674,1
a_fit /µM,50,400,0.432,1770.0,0.385,3.08,0.34,1.63,1090.2800837385244,5.808,188.66,1
a_fit /µM,50,400,0.442,1770.0,0.385,3.08,0.337,1.6,1110.0736711315133,6.208,192.696,3
a_fit /µM,50,400,0.441,1770.0,0.385,3.08,0.339,1.6,1109.5509884829496,5.942,192.378,2
a_fit /µM,50,450,0.52,1760.0,0.385,3.46,0.331,1.52,1158.325317913028,6.956,252.862,1
a_fit /µM,50,450,0.521,1750.0,0.385,3.46,0.328,1.52,1156.3614739168274,7.424,252.932,3
a_fit /µM,50,450,0.511,1760.0,0.385,3.46,0.329,1.55,1133.3985293137257,7.292,248.418,2
a_fit /µM,50,500,0.58,1760.0,0.385,3.85,0.319,1.46,1206.9937208849565,8.532,310.23,1
a_fit /µM,50,500,0.579,1760.0,0.385,3.85,0.323,1.46,1202.4203576422312,8.092,310.182,3
a_fit /µM,50,500,0.57,1750.0,0.385,3.85,0.323,1.5,1167.7739379745854,7.998,305.306,2
a_fit /µM,50,1000,0.806,1720.0,0.385,7.69,0.278,1.29,1334.3659491445371,13.936,832.616,1
a_fit /µM,50,1000,0.808,1720.0,0.385,7.69,0.278,1.28,1348.8028516521504,14.044,834.494,2
a_fit /µM,50,1000,0.809,1720.0,0.385,7.69,0.277,1.27,1356.6223312357529,14.08,835.412,3
a_fit /µM,50,2500,0.931,1700.0,0.385,19.2,0.217,1.15,1469.0572632140468,22.076,2351.492,2
a_fit /µM,50,2500,0.93,1710.0,0.385,19.2,0.212,1.17,1457.6567804118142,22.708,2349.348,3
a_fit /µM,50,2500,0.931,1710.0,0.385,19.2,0.208,1.16,1476.2567995316997,23.228,2351.108,1
a_fit /µM,50,5000,0.969,1690.0,0.385,38.5,0.128,1.11,1526.0858632657043,33.74082568807339,4859.506880733945,3
a_fit /µM,50,5000,0.969,1430.0,0.385,38.5,0.137,1.09,1315.7158121667187,32.66426858513189,4862.119904076739,2
a_fit /µM,50,5000,0.969,1670.0,0.385,38.5,0.139,1.08,1542.40968570508,32.31175059952039,4862.669064748202,1
