Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,12.9,8992.5,259.772,1.064,258.708,,0.0288,5,450,0.21280000000000002,2
Dense_a,12.8,8822.4,255.748,1.078,254.67,,0.0288,5,450,0.2156,1
Dense_a,12.9,8983.5,258.836,2.554,256.282,,0.0285,10,450,0.25539999999999996,1
Dense_a,13.9,11140.7,314.872,0.0,314.872,,0.0287,0,500,0.0,3
Dense_a,13.8,10912.8,310.612,0.0,310.612,,0.0287,0,500,0.0,2
Dense_a,13.7,10861.0,310.356,0.0,310.356,,0.0288,0,500,0.0,1
Dense_a,13.7,10691.4,313.304,7.998,305.306,,0.0285,50,500,0.15996,2
Dense_a,13.7,10813.3,318.274,8.092,310.182,,0.0286,50,500,0.16184,3
Dense_a,13.7,10755.3,318.762,8.532,310.23,,0.0287,50,500,0.17064000000000001,1
Dense_a,12.8,8724.5,317.696,6.156,311.54,,0.0285,35,500,0.17588571428571428,2
Dense_a,12.7,8668.9,317.388,6.236,311.152,,0.0285,35,500,0.17817142857142856,1
Dense_a,12.7,8581.7,314.876,6.382,308.494,,0.0285,35,500,0.18234285714285714,3
Dense_a,13.8,10989.1,317.366,4.782,312.584,,0.0286,25,500,0.19128,3
Dense_a,13.8,11014.9,319.704,4.922,314.782,,0.0286,25,500,0.19688,2
Dense_a,13.8,10989.4,318.816,5.156,313.66,,0.0286,25,500,0.20623999999999998,1
Dense_a,13.8,10941.0,313.156,2.18,310.976,,0.0286,10,500,0.21800000000000003,1
Dense_a,13.8,11054.6,315.594,1.2,314.394,,0.0286,5,500,0.24,3
Dense_a,13.7,10851.2,310.986,2.464,308.522,,0.0286,10,500,0.2464,2
Dense_a,13.8,11074.2,317.098,2.826,314.272,,0.0285,10,500,0.2826,3
Dense_a,13.8,11042.9,314.546,1.424,313.122,,0.0286,5,500,0.2848,1
Dense_a,13.8,10988.6,312.646,1.482,311.164,,0.0286,5,500,0.2964,2
Dense_a,19.4,30527.0,837.294,0.0,837.294,,0.0281,0,1000,0.0,2
Dense_a,19.4,30492.3,838.898,0.0,838.898,,0.0281,0,1000,0.0,3
Dense_a,19.3,30304.0,835.89,0.0,835.89,,0.0282,0,1000,0.0,1
Dense_a,19.3,30269.2,846.552,13.936,832.616,,0.028,50,1000,0.27872,1
Dense_a,19.3,30338.0,848.538,14.044,834.494,,0.028,50,1000,0.28088,2
Dense_a,19.3,30199.8,849.492,14.08,835.412,,0.028,50,1000,0.2816,3
Dense_a,18.3,25824.0,843.076,10.232,832.844,,0.028,35,1000,0.2923428571428571,3
Dense_a,18.3,25764.6,847.706,11.57,836.136,,0.0282,35,1000,0.33057142857142857,2
Dense_a,19.3,30323.7,842.974,8.682,834.292,,0.028,25,1000,0.34728000000000003,3
Dense_a,18.3,25687.7,847.814,12.196,835.618,,0.0281,35,1000,0.34845714285714285,1
Dense_a,19.4,30356.8,845.058,9.078,835.98,,0.0281,25,1000,0.36312,2
Dense_a,19.4,30493.2,840.432,3.652,836.78,,0.028,10,1000,0.3652,3
Dense_a,19.4,30501.6,847.374,9.164,838.21,,0.0281,25,1000,0.36656,1
Dense_a,19.4,30483.5,840.26,3.888,836.372,,0.0281,10,1000,0.3888,1
Dense_a,19.4,30637.5,842.586,4.158,838.428,,0.028,10,1000,0.41580000000000006,2
Dense_a,19.3,30341.6,840.16,2.1,838.06,,0.0282,5,1000,0.42000000000000004,2
Dense_a,19.3,30303.9,837.322,2.39,834.932,,0.0281,5,1000,0.47800000000000004,1
Dense_a,19.4,30451.8,839.094,2.466,836.628,,0.028,5,1000,0.4932,3
Dense_a,27.5,86968.2,2355.46,0.0,2355.46,,0.0278,0,2500,0.0,1
Dense_a,27.5,86671.0,2353.702,0.0,2353.702,,0.0277,0,2500,0.0,2
Dense_a,27.5,86874.3,2354.298,0.0,2354.298,,0.0278,0,2500,0.0,3
Dense_a,27.5,87020.6,2373.568,22.076,2351.492,,0.0276,50,2500,0.44152,2
Dense_a,27.4,86384.6,2372.056,22.708,2349.348,,0.0277,50,2500,0.45415999999999995,3
Dense_a,27.5,86830.3,2374.336,23.228,2351.108,,0.0278,50,2500,0.46456000000000003,1
Dense_a,27.5,86852.9,2356.88,2.498,2354.382,,0.0278,5,2500,0.49960000000000004,3
Dense_a,26.4,77418.2,2367.778,17.926,2349.852,,0.0278,35,2500,0.5121714285714285,3
Dense_a,26.5,77709.1,2369.138,18.122,2351.016,,0.0278,35,2500,0.5177714285714285,2
Dense_a,26.5,77548.8,2371.274,18.548,2352.726,,0.0278,35,2500,0.529942857142857,1
Dense_a,27.5,86977.0,2367.656,14.308,2353.348,,0.0277,25,2500,0.5723199999999999,2
Dense_a,27.4,85921.9,2366.406,14.394,2352.012,,0.0278,25,2500,0.57576,3
Dense_a,27.5,86717.7,2366.774,14.71,2352.064,,0.0277,25,2500,0.5884,1
Dense_a,27.4,86637.8,2360.784,6.194,2354.59,,0.0278,10,2500,0.6194,2
Dense_a,27.5,87118.0,2360.678,6.392,2354.286,,0.0277,10,2500,0.6392,3
Dense_a,27.5,86892.0,2358.684,6.698,2351.986,,0.0277,10,2500,0.6698000000000001,1
Dense_a,27.5,86939.5,2357.42,3.432,2353.988,,0.0277,5,2500,0.6864,1
Dense_a,27.5,86843.9,2355.238,3.568,2351.67,,0.0278,5,2500,0.7136,2
Dense_a,35.0,179409.5,4862.228643216081,0.0,4862.228643216081,,0.0276,0,5000,0.0,1
Dense_a,35.1,180591.6,4861.633245382585,0.0,4861.633245382585,,0.0275,0,5000,0.0,3
Dense_a,35.1,181066.7,4863.419525065963,0.0,4863.419525065963,,0.0276,0,5000,0.0,2
Dense_a,35.0,180240.5,4864.695979899498,3.0050251256281406,4861.69095477387,,0.0277,5,5000,0.6010050251256281,3
Dense_a,35.1,180991.3,4871.535175879397,6.459798994974874,4865.075376884422,,0.0275,10,5000,0.6459798994974875,1
Dense_a,35.2,182729.5,4894.980815347722,32.31175059952039,4862.669064748202,,0.0271,50,5000,0.6462350119904078,1
Dense_a,35.9,194170.4,4894.784172661871,32.66426858513189,4862.119904076739,,0.0232,50,5000,0.6532853717026379,2
Dense_a,35.1,180633.8,4893.247706422018,33.74082568807339,4859.506880733945,,0.0274,50,5000,0.6748165137614679,3
Dense_a,34.1,165509.3,4887.296,24.266,4863.03,,0.0276,35,5000,0.6933142857142857,3
Dense_a,34.0,164920.2,4887.286,24.604,4862.682,,0.0275,35,5000,0.7029714285714286,2
Dense_a,34.6,173542.4,4886.812,25.138,4861.674,,0.025,35,5000,0.7182285714285714,1
Dense_a,35.0,179488.5,4880.615577889447,18.032663316582916,4862.582914572864,,0.0277,25,5000,0.7213065326633167,1
Dense_a,35.2,182624.9,4883.402877697842,18.364508393285373,4865.038369304556,,0.0272,25,5000,0.7345803357314149,3
Dense_a,35.0,180058.0,4870.989949748744,7.4120603015075375,4863.577889447236,,0.0276,10,5000,0.7412060301507537,2
Dense_a,35.3,184871.9,4881.457286432161,18.75125628140703,4862.706030150754,,0.0263,25,5000,0.7500502512562812,2
Dense_a,35.0,179201.6,4867.982412060302,3.9547738693467336,4864.027638190954,,0.0277,5,5000,0.7909547738693468,1
Dense_a,34.9,178265.3,4866.7888563049855,4.173020527859237,4862.615835777126,,0.0277,5,5000,0.8346041055718475,2
Dense_a,35.1,180801.9,4871.934673366834,8.620603015075377,4863.314070351758,,0.0275,10,5000,0.8620603015075377,3
