Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,34.1,165582.9,4884.548,31.056,4853.492,,0.0275,35,5000,0.8873142857142857,1
Dense_a,35.2,182051.0,4899.275779376499,44.829736211031175,4854.446043165468,,0.0272,50,5000,0.8965947242206235,2
Dense_a,34.3,169462.3,4885.17,31.544,4853.626,,0.0263,35,5000,0.9012571428571429,3
Dense_a,35.1,181233.6,4861.2981530343,9.121372031662268,4852.176781002639,,0.0274,10,5000,0.9121372031662268,1
Dense_a,35.1,181741.7,4875.942446043166,22.92086330935252,4853.021582733813,,0.0273,25,5000,0.9168345323741007,3
Dense_a,35.1,180839.5,4877.46437994723,22.95250659630607,4854.511873350923,,0.0275,25,5000,0.9181002638522427,1
Dense_a,35.1,180893.6,4865.236180904522,9.201005025125628,4856.035175879397,,0.0276,10,5000,0.9201005025125628,2
Dense_a,35.1,181182.7,4865.2084432717675,9.343007915567282,4855.865435356201,,0.0274,10,5000,0.9343007915567283,3
Dense_a,35.1,180639.2,4861.532981530343,4.678100263852243,4856.85488126649,,0.0275,5,5000,0.9356200527704486,2
Dense_a,35.1,181410.3,4858.4221635883905,4.680738786279683,4853.7414248021105,,0.0274,5,5000,0.9361477572559366,1
Dense_a,35.2,182928.1,4877.330935251798,23.58992805755396,4853.741007194245,,0.027,25,5000,0.9435971223021583,2
Dense_a,35.1,181316.1,4862.44472361809,4.796482412060302,4857.64824120603,,0.0274,5,5000,0.9592964824120603,3
