Type,#mRNA,#Protein,Dense%,[Protein-],<mRNA>,<Protein>,[mRNA+],[Protein+],P(Dense/Dilute),N_mRNA,N_Protein,replicate
a_fit /µM,0,5000,0.973,1690.0,0.0,38.5,0.0,1.07,1580.5560128041868,0.0,4863.78391959799,2
a_fit /µM,5,400,0.506,1760.0,0.0385,3.08,0.0107,1.53,1152.8826370263682,3.61,201.218,2
a_fit /µM,5,400,0.504,1760.0,0.0385,3.08,0.0108,1.53,1149.797976921736,3.602,200.672,3
a_fit /µM,5,400,0.51,1770.0,0.0385,3.08,0.0107,1.52,1167.3272871797524,3.606,202.95,1
a_fit /µM,5,450,0.583,1760.0,0.0385,3.46,0.00427,1.46,1206.606211316902,4.446,260.67,2
a_fit /µM,5,450,0.577,1760.0,0.0385,3.46,0.00613,1.47,1193.336677829144,4.204,258.482,3
a_fit /µM,5,450,0.582,1770.0,0.0385,3.46,0.0077,1.46,1212.9911751379027,4.0,260.668,1
a_fit /µM,5,500,0.636,1750.0,0.0385,3.85,0.00576,1.41,1243.3668541148506,4.252,316.956,2
a_fit /µM,5,500,0.633,1750.0,0.0385,3.85,0.00729,1.42,1233.5884784558316,4.054,315.56,3
a_fit /µM,5,500,0.635,1750.0,0.0385,3.85,0.00656,1.41,1239.8875903107655,4.148,316.504,1
a_fit /µM,5,1000,0.838,1730.0,0.0385,7.69,0.0025,1.25,1376.3764420352472,4.676,837.53,1
a_fit /µM,5,1000,0.838,1730.0,0.0385,7.69,0.00296,1.26,1373.009942877367,4.616,837.2,3
a_fit /µM,5,1000,0.84,1730.0,0.0385,7.69,0.00366,1.24,1403.4634883653514,4.526,839.906,2
a_fit /µM,5,2500,0.941,1710.0,0.0385,19.2,0.00112,1.14,1502.7652497807817,4.856,2353.594,3
a_fit /µM,5,2500,0.941,1700.0,0.0385,19.2,0.000933,1.14,1494.8530695747831,4.88,2353.298,2
a_fit /µM,5,2500,0.942,1710.0,0.0385,19.2,0.000451,1.13,1516.9436126022194,4.942,2355.114,1
a_fit /µM,5,5000,0.973,1690.0,0.0385,38.5,0.0,1.07,1579.2309267570042,5.0,4863.879396984925,2
a_fit /µM,5,5000,0.972,1690.0,0.0385,38.5,0.000774,1.09,1546.444160097422,4.90167865707434,4860.928057553957,3
a_fit /µM,5,5000,0.973,1700.0,0.0385,38.5,0.00129,1.07,1586.420951224376,4.836411609498681,4863.878627968338,1
a_fit /µM,10,400,0.519,1760.0,0.0769,3.08,0.0253,1.49,1181.5381442126136,6.718,205.97,1
a_fit /µM,10,400,0.509,1770.0,0.0769,3.08,0.0283,1.52,1159.6057697029646,6.32,202.19,3
a_fit /µM,10,400,0.52,1750.0,0.0769,3.08,0.0221,1.49,1171.3555448237742,7.126,206.014,2
a_fit /µM,10,450,0.585,1750.0,0.0769,3.46,0.0267,1.44,1215.673574092154,6.526,262.502,1
a_fit /µM,10,450,0.583,1760.0,0.0769,3.46,0.0224,1.45,1207.78080802106,7.086,261.18,3
a_fit /µM,10,450,0.583,1750.0,0.0769,3.46,0.027,1.45,1207.4482223887176,6.494,261.54,2
a_fit /µM,10,500,0.639,1750.0,0.0769,3.85,0.0171,1.4,1251.2682455407546,7.784,318.238,1
a_fit /µM,10,500,0.641,1750.0,0.0769,3.85,0.016,1.4,1252.1193801782929,7.926,318.746,3
a_fit /µM,10,500,0.638,1740.0,0.0769,3.85,0.014,1.41,1238.514569166943,8.186,317.108,2
a_fit /µM,10,1000,0.84,1730.0,0.0769,7.69,0.00953,1.24,1399.8912671804098,8.766,839.926,2
a_fit /µM,10,1000,0.839,1720.0,0.0769,7.69,0.00724,1.25,1383.7384265455703,9.062,838.604,3
a_fit /µM,10,1000,0.839,1730.0,0.0769,7.69,0.00857,1.25,1391.3062178010416,8.89,838.686,1
a_fit /µM,10,2500,0.941,1700.0,0.0769,19.2,0.00292,1.14,1491.0239176980497,9.624,2353.038,1
a_fit /µM,10,2500,0.942,1710.0,0.0769,19.2,0.00148,1.13,1509.011627475966,9.81,2354.646,2
a_fit /µM,10,2500,0.941,1700.0,0.0769,19.2,0.00311,1.15,1486.754518994248,9.6,2352.66,3
a_fit /µM,10,5000,0.972,1680.0,0.0769,38.5,9.89e-05,1.09,1550.5950214658349,9.987437185929648,4862.0,1
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.00164,1.06,1596.7519343963877,9.79136690647482,4865.455635491607,3
a_fit /µM,10,5000,0.973,1690.0,0.0769,38.5,0.0032,1.08,1574.0024674696026,9.592964824120603,4863.221105527638,2
a_fit /µM,25,400,0.523,1750.0,0.192,3.08,0.1,1.46,1201.5419423990445,11.966,210.422,3
a_fit /µM,25,400,0.519,1750.0,0.192,3.08,0.104,1.47,1187.447645972877,11.434,208.942,2
a_fit /µM,25,400,0.518,1750.0,0.192,3.08,0.0983,1.48,1181.6370001540477,12.232,208.008,1
a_fit /µM,25,450,0.584,1750.0,0.192,3.46,0.0955,1.42,1226.590027570404,12.6,264.998,3
a_fit /µM,25,450,0.586,1740.0,0.192,3.46,0.0901,1.42,1226.0268846996478,13.296,265.206,2
a_fit /µM,25,450,0.588,1750.0,0.192,3.46,0.0874,1.42,1235.580270505029,13.65,265.882,1
a_fit /µM,25,500,0.639,1750.0,0.192,3.85,0.088,1.37,1273.978293463217,13.574,322.1,3
a_fit /µM,25,500,0.636,1750.0,0.192,3.85,0.0869,1.39,1260.544877364786,13.722,320.128,2
a_fit /µM,25,500,0.642,1730.0,0.192,3.85,0.0754,1.37,1262.4676440704002,15.208,321.724,1
a_fit /µM,25,1000,0.842,1710.0,0.192,7.69,0.0308,1.22,1400.4280677916431,21.01,841.65,1
a_fit /µM,25,1000,0.843,1720.0,0.192,7.69,0.0238,1.22,1415.227927665088,21.922,842.422,2
a_fit /µM,25,1000,0.839,1720.0,0.192,7.69,0.0411,1.23,1399.8225326257425,19.68,840.614,3
a_fit /µM,25,2500,0.942,1690.0,0.192,19.2,0.00779,1.13,1499.382029409916,23.998,2355.022,2
a_fit /µM,25,2500,0.941,1710.0,0.192,19.2,0.0134,1.14,1501.4660221144302,23.272,2353.858,3
a_fit /µM,25,2500,0.942,1700.0,0.192,19.2,0.00725,1.13,1506.2398497068125,24.068,2354.556,1
a_fit /µM,25,5000,0.973,1660.0,0.192,38.5,0.00521,1.06,1574.5788426003298,24.3377308707124,4865.820580474934,3
a_fit /µM,25,5000,0.973,1670.0,0.192,38.5,0.00585,1.06,1572.8234589098558,24.256281407035175,4865.12311557789,2
a_fit /µM,25,5000,0.973,1690.0,0.192,38.5,0.00304,1.07,1581.200735152039,24.61390887290168,4864.002398081535,1
a_fit /µM,35,400,0.514,1750.0,0.269,3.08,0.164,1.46,1196.5673798235573,13.674,209.824,1
a_fit /µM,35,400,0.53,1730.0,0.269,3.08,0.157,1.42,1225.2162714871936,14.612,216.062,2
a_fit /µM,35,400,0.505,1750.0,0.269,3.08,0.159,1.5,1167.9313116514977,14.312,205.334,3
a_fit /µM,35,450,0.59,1740.0,0.269,3.46,0.149,1.38,1259.5593135011811,15.624,270.694,1
a_fit /µM,35,450,0.58,1740.0,0.269,3.46,0.155,1.41,1227.865743607108,14.844,266.348,2
a_fit /µM,35,450,0.595,1740.0,0.269,3.46,0.143,1.37,1268.9430989697414,16.46,271.932,3
a_fit /µM,35,500,0.638,1730.0,0.269,3.85,0.132,1.36,1274.9310544851637,17.884,323.696,1
a_fit /µM,35,500,0.631,1730.0,0.269,3.85,0.138,1.38,1252.972271382432,17.078,320.76,2
a_fit /µM,35,500,0.643,1740.0,0.269,3.85,0.135,1.34,1301.915188503424,17.498,326.36,3
a_fit /µM,35,1000,0.839,1720.0,0.269,7.69,0.073,1.22,1412.454548693555,25.536,842.432,1
a_fit /µM,35,1000,0.833,1720.0,0.269,7.69,0.0821,1.25,1371.9554616231542,24.358,837.464,3
a_fit /µM,35,1000,0.84,1720.0,0.269,7.69,0.0676,1.21,1423.5240077868996,26.24,843.292,2
a_fit /µM,35,2500,0.941,1710.0,0.269,19.2,0.0179,1.14,1497.9672730047548,32.696,2353.004,3
a_fit /µM,35,2500,0.941,1710.0,0.269,19.2,0.0253,1.14,1498.4455991614684,31.746,2353.408,2
a_fit /µM,35,2500,0.942,1700.0,0.269,19.2,0.0184,1.12,1513.9766889850837,32.634,2355.754,1
a_fit /µM,35,5000,0.973,1690.0,0.269,38.5,0.0047,1.06,1586.725871038272,34.402,4864.632,2
a_fit /µM,35,5000,0.973,1690.0,0.269,38.5,0.00215,1.08,1560.4847243842194,34.726,4861.888,3
a_fit /µM,35,5000,0.973,1620.0,0.269,38.5,0.00547,1.07,1506.7407515410016,34.304,4863.482,1
a_fit /µM,50,400,0.488,1740.0,0.385,3.08,0.27,1.5,1158.5534064517776,14.89,204.616,1
a_fit /µM,50,400,0.509,1740.0,0.385,3.08,0.254,1.45,1203.8472908697202,17.044,211.79,3
a_fit /µM,50,400,0.496,1750.0,0.385,3.08,0.264,1.48,1177.0205670911048,15.756,207.296,2
a_fit /µM,50,450,0.551,1740.0,0.385,3.46,0.25,1.48,1179.146428623398,17.572,258.002,1
a_fit /µM,50,450,0.556,1740.0,0.385,3.46,0.254,1.46,1192.0093195860063,17.034,260.868,3
a_fit /µM,50,450,0.569,1730.0,0.385,3.46,0.24,1.42,1221.0594750614507,18.784,265.964,2
a_fit /µM,50,500,0.623,1740.0,0.385,3.85,0.23,1.37,1271.566013248993,20.098,322.484,1
a_fit /µM,50,500,0.628,1730.0,0.385,3.85,0.223,1.35,1278.3550002853235,21.05,324.408,3
a_fit /µM,50,500,0.621,1730.0,0.385,3.85,0.229,1.38,1257.654089393491,20.284,321.076,2
a_fit /µM,50,1000,0.831,1720.0,0.385,7.69,0.149,1.22,1410.2102927167105,30.656,842.364,1
a_fit /µM,50,1000,0.824,1710.0,0.385,7.69,0.151,1.28,1341.1449559593216,30.386,834.64,2
a_fit /µM,50,1000,0.832,1720.0,0.385,7.69,0.142,1.22,1411.9289017131484,31.642,842.238,3
a_fit /µM,50,2500,0.942,1700.0,0.385,19.2,0.0421,1.11,1536.7315776971177,44.586,2357.566,2
a_fit /µM,50,2500,0.94,1700.0,0.385,19.2,0.0497,1.13,1500.320537460842,43.608,2354.09,3
a_fit /µM,50,2500,0.941,1700.0,0.385,19.2,0.0523,1.12,1519.7459844914,43.268,2356.372,1
a_fit /µM,50,5000,0.973,1670.0,0.385,38.5,0.0199,1.07,1564.0143942287657,47.46733668341709,4864.032663316583,3
a_fit /µM,50,5000,0.973,1600.0,0.385,38.5,0.00801,1.07,1505.799359970929,48.982412060301506,4864.683417085427,2
a_fit /µM,50,5000,0.972,1630.0,0.385,38.5,0.0192,1.08,1511.5108189696623,47.55527638190955,4862.937185929648,1
