Phase,Size,Volume,N,N_mRNA,N_Protein,<mRNA>,<Protein>,NmRNA,NPro,N_mRNA/NmRNA,replicate
Dense_a,19.4,30436.1,839.076,3.77,835.306,,0.0281,5,1000,0.754,2
Dense_a,19.3,30234.9,840.748,7.778,832.97,,0.0281,10,1000,0.7777999999999999,3
Dense_a,19.3,30298.6,841.49,7.876,833.614,,0.0281,10,1000,0.7876000000000001,2
Dense_a,19.4,30351.3,841.938,7.954,833.984,,0.0281,10,1000,0.7954,1
Dense_a,19.3,30269.2,837.366,4.116,833.25,,0.0281,5,1000,0.8231999999999999,3
Dense_a,19.3,30347.8,838.112,4.146,833.966,,0.0281,5,1000,0.8291999999999999,1
Dense_a,27.5,86669.7,2350.698,0.0,2350.698,,0.0278,0,2500,0.0,3
Dense_a,27.5,86665.5,2351.154,0.0,2351.154,,0.0278,0,2500,0.0,2
Dense_a,26.5,77555.9,2348.918,0.0,2348.918,,0.0278,0,2500,0.0,1
Dense_a,27.5,86755.6,2387.416,35.928,2351.488,,0.0277,50,2500,0.71856,2
Dense_a,27.5,86726.2,2385.492,36.018,2349.474,,0.0277,50,2500,0.72036,1
Dense_a,27.5,86747.8,2390.334,37.502,2352.832,,0.0277,50,2500,0.75004,3
Dense_a,26.5,77698.3,2381.954,28.662,2353.292,,0.0277,35,2500,0.8189142857142857,1
Dense_a,26.5,77672.5,2380.686,28.956,2351.73,,0.0277,35,2500,0.8273142857142857,2
Dense_a,27.5,86846.5,2371.274,20.964,2350.31,,0.0278,25,2500,0.83856,1
Dense_a,26.5,77596.1,2381.57,29.886,2351.684,,0.0278,35,2500,0.8538857142857142,3
Dense_a,27.5,86706.4,2373.89,21.458,2352.432,,0.0278,25,2500,0.85832,2
Dense_a,27.5,86865.2,2373.89,21.684,2352.206,,0.0277,25,2500,0.86736,3
Dense_a,26.5,77634.4,2360.372,8.71,2351.662,,0.0278,10,2500,0.8710000000000001,2
Dense_a,26.4,77454.5,2360.218,8.75,2351.468,,0.0278,10,2500,0.875,1
Dense_a,27.5,86723.3,2354.432,4.43,2350.002,,0.0278,5,2500,0.8859999999999999,2
Dense_a,27.4,86612.4,2355.904,4.456,2351.448,,0.0278,5,2500,0.8912000000000001,1
Dense_a,27.5,86644.8,2354.546,4.66,2349.886,,0.0278,5,2500,0.932,3
Dense_a,27.5,86727.3,2361.532,9.322,2352.21,,0.0278,10,2500,0.9321999999999999,3
Dense_a,35.0,179964.1,4860.707434052758,0.0,4860.707434052758,,0.0277,0,5000,0.0,2
Dense_a,35.0,180049.0,4860.145569620253,0.0,4860.145569620253,,0.0276,0,5000,0.0,3
Dense_a,35.0,179884.2,4859.335443037975,0.0,4859.335443037975,,0.0277,0,5000,0.0,1
Dense_a,35.0,180073.0,4903.225738396624,42.81856540084388,4860.4071729957805,,0.0276,50,5000,0.8563713080168776,2
Dense_a,35.0,180225.1,4904.734177215189,43.970464135021096,4860.763713080169,,0.0276,50,5000,0.879409282700422,3
Dense_a,34.0,164840.6,4889.754,31.08,4858.674,,0.0276,35,5000,0.8879999999999999,2
Dense_a,35.1,180479.6,4907.175824175824,44.82857142857143,4862.347252747253,,0.0276,50,5000,0.8965714285714286,1
Dense_a,34.0,165012.0,4892.93,31.688,4861.242,,0.0276,35,5000,0.9053714285714285,3
Dense_a,35.0,179647.9,4884.046653144016,23.25760649087221,4860.789046653144,,0.0277,25,5000,0.9303042596348884,1
Dense_a,34.0,165362.1,4892.260162601626,32.61788617886179,4859.642276422765,,0.0276,35,5000,0.9319396051103368,1
Dense_a,35.1,181474.0,4883.991561181435,23.341772151898738,4860.649789029536,,0.0273,25,5000,0.9336708860759495,3
Dense_a,35.0,179878.9,4870.141350210971,9.464135021097048,4860.677215189873,,0.0277,10,5000,0.9464135021097049,2
Dense_a,35.0,179988.7,4883.833333333333,23.829113924050635,4860.004219409283,,0.0276,25,5000,0.9531645569620254,2
Dense_a,35.0,179655.4,4864.2405063291135,4.791139240506329,4859.449367088608,,0.0277,5,5000,0.9582278481012658,1
Dense_a,35.0,180126.8,4870.550632911392,9.654008438818565,4860.896624472573,,0.0276,10,5000,0.9654008438818564,1
Dense_a,35.0,180260.6,4871.369230769231,9.65934065934066,4861.70989010989,,0.0276,10,5000,0.965934065934066,3
Dense_a,35.0,179954.0,4865.012658227848,4.850210970464135,4860.162447257384,,0.0277,5,5000,0.9700421940928271,2
Dense_a,35.0,180136.8,4865.191208791209,4.9362637362637365,4860.254945054945,,0.0276,5,5000,0.9872527472527473,3
